Date_Time2,Year,Air_T,Water_T,S
12.08.2010 12:00,2010,14.8,14.1,19
12.08.2010 18:00,2010,16.2,15,17
13.08.2010 0:00,2010,14.2,13.5,18
13.08.2010 6:00,2010,15,14.5,19
13.08.2010 12:00,2010,16,14.2,20
13.08.2010 18:00,2010,18,16.1,18
14.08.2010 0:00,2010,14.6,13.8,20
14.08.2010 6:00,2010,14.1,13.8,18
14.08.2010 12:00,2010,20,15,20
14.08.2010 18:00,2010,22,16.2,16
15.08.2010 0:00,2010,20,16.4,16
15.08.2010 6:00,2010,17.3,14.1,22
15.08.2010 12:00,2010,20,14,22
15.08.2010 18:00,2010,15,13,20
16.08.2010 0:00,2010,9.8,11,21
16.08.2010 6:00,2010,6,10,20
16.08.2010 12:00,2010,9.1,11.9,NA
16.08.2010 18:00,2010,13.2,12.2,NA
17.08.2010 0:00,2010,11,NA,NA
17.08.2010 6:00,2010,6.6,NA,NA
17.08.2010 12:00,2010,11.3,10.2,NA
17.08.2010 18:00,2010,13.2,11,NA
29.05.2011 12:00,2011,7.4,8.4,21
29.05.2011 18:00,2011,10,7.4,NA
30.05.2011 0:00,2011,7.4,7.8,19
30.05.2011 12:00,2011,8.2,6.2,21
30.05.2011 18:00,2011,8.8,8.4,NA
31.05.2011 0:00,2011,7.2,7.6,20
31.05.2011 12:00,2011,15.2,8.6,20
31.05.2011 18:00,2011,15.6,8.4,19
01.06.2011 0:00,2011,11.6,10.2,16
01.06.2011 12:00,2011,16,6.8,14
01.06.2011 18:00,2011,15.4,7.4,21
02.06.2011 0:00,2011,12,8.6,21
02.06.2011 12:00,2011,11,9.6,19
02.06.2011 19:00,2011,14.2,10,18
03.06.2011 12:00,2011,10.8,10,19
04.06.2011 0:00,2011,11,11.2,20
04.06.2011 12:00,2011,13.4,9.8,19
04.06.2011 18:00,2011,9.6,8.2,20
05.06.2011 0:00,2011,12.2,7.4,22
05.06.2011 12:00,2011,10.2,9.2,22
05.06.2011 18:00,2011,12.8,9.2,20
06.06.2011 0:00,2011,8,9.2,20
06.06.2011 12:00,2011,11.4,10.6,20
06.06.2011 18:00,2011,11.8,9.6,20
07.06.2011 0:00,2011,10.6,8.4,21
07.06.2011 12:00,2011,12.2,9.6,22
07.06.2011 18:00,2011,14,10,22
08.06.2011 0:00,2011,13.4,8.4,22
08.06.2011 12:00,2011,13.8,11.8,22
08.06.2011 18:00,2011,14.4,9.6,22
09.06.2011 0:00,2011,13.2,9.6,23
09.06.2011 12:00,2011,15.2,11.4,23
09.06.2011 18:00,2011,18.6,10.8,23
10.06.2011 0:00,2011,14.8,10.4,22
10.06.2011 12:00,2011,18.7,12.4,22
10.06.2011 18:00,2011,16.9,11.8,21
11.06.2011 0:00,2011,12.9,11.2,22
11.06.2011 12:00,2011,7.4,10.5,21
12.06.2011 0:00,2011,7.1,10,21
12.06.2011 6:00,2011,4.5,9.5,21
12.06.2011 12:00,2011,8.8,10.2,21
12.06.2011 18:00,2011,12.9,10.8,21
13.06.2011 0:00,2011,7.9,10.7,21
13.06.2011 6:00,2011,5.3,10.4,20
13.06.2011 12:00,2011,8.5,10.4,21
13.06.2011 18:00,2011,14.1,10.5,21
14.06.2011 0:00,2011,8.1,11,19
14.06.2011 6:00,2011,4.6,11.6,21
14.06.2011 12:00,2011,12.4,13.5,20
14.06.2011 18:00,2011,14.4,15,18
15.06.2011 0:00,2011,9.8,11,20
15.06.2011 6:00,2011,7.3,10.6,20
15.06.2011 12:00,2011,14.9,12.7,20
15.06.2011 18:00,2011,13.1,14.8,21
16.06.2011 0:00,2011,10.2,8.3,21
16.06.2011 6:00,2011,7.1,9.9,21
16.06.2011 12:00,2011,14.2,9.7,NA
16.06.2011 18:00,2011,10.2,9.1,21
17.06.2011 0:00,2011,8.5,9.3,24
17.06.2011 6:00,2011,8.7,9.7,23
17.06.2011 12:00,2011,11.4,10,21
17.06.2011 18:00,2011,15.4,11.2,22
18.06.2011 0:00,2011,12.2,10.4,21
18.06.2011 6:00,2011,9.9,10.5,21
18.06.2011 12:00,2011,11.9,10.2,22
18.06.2011 18:00,2011,19.5,9.6,21
19.06.2011 0:00,2011,11.3,10.3,25
19.06.2011 6:00,2011,9.7,10.2,21
19.06.2011 12:00,2011,14.3,11,21
19.06.2011 18:00,2011,16.3,12.1,26
20.06.2011 0:00,2011,13.2,11.3,21
20.06.2011 6:00,2011,10.1,10.5,21
20.06.2011 12:00,2011,15.9,10.6,23
20.06.2011 18:00,2011,14.9,10.6,21
21.06.2011 0:00,2011,12.6,10.5,23
21.06.2011 6:00,2011,12,10.8,21
21.06.2011 12:00,2011,12.3,11.1,21
21.06.2011 18:00,2011,13.4,11.5,21
22.06.2011 0:00,2011,13.1,11.2,21
22.06.2011 6:00,2011,12,12.1,21
22.06.2011 12:00,2011,13.2,13.5,21
22.06.2011 18:00,2011,13.9,12.7,21
23.06.2011 0:00,2011,13.6,12,21
23.06.2011 6:00,2011,12,10.3,21
23.06.2011 12:00,2011,16.6,14.8,23
23.06.2011 18:00,2011,15.3,10.5,21
24.06.2011 0:00,2011,14.1,13.1,21
24.06.2011 6:00,2011,13.6,12.9,21
24.06.2011 12:00,2011,15.4,14.1,21
24.06.2011 18:00,2011,17.5,11.6,21
25.06.2011 0:00,2011,14.1,12,21
25.06.2011 6:00,2011,13.5,12.9,21
25.06.2011 12:00,2011,14.9,13.3,22
25.06.2011 18:00,2011,18.6,13.4,21
26.06.2011 0:00,2011,14,12.4,21
26.06.2011 6:00,2011,NA,13.4,21
26.06.2011 12:00,2011,17,13.9,21
26.06.2011 18:00,2011,14.7,13.6,18
27.06.2011 0:00,2011,14.4,13.3,18
27.06.2011 6:00,2011,13,13.1,18
27.06.2011 12:00,2011,12.6,13.3,17
27.06.2011 18:00,2011,13.2,13.4,19
28.06.2011 0:00,2011,11,12,17
28.06.2011 6:00,2011,9.5,14,18
28.06.2011 12:00,2011,15,15.6,22
28.06.2011 18:00,2011,17.6,15.7,18
29.06.2011 0:00,2011,15.8,15,18
29.06.2011 6:00,2011,14.3,15.2,17
29.06.2011 12:00,2011,17.3,12,17
29.06.2011 18:00,2011,26.3,12.3,20
30.06.2011 0:00,2011,23.9,12.8,23
30.06.2011 6:00,2011,19.2,15.3,22
30.06.2011 12:00,2011,25.9,12,20
30.06.2011 18:00,2011,NA,17.2,20
01.07.2011 0:00,2011,15.4,16.4,21
01.07.2011 18:00,2011,21.8,15.4,18
02.07.2011 12:00,2011,13.2,14,20
02.07.2011 18:00,2011,13.8,13.2,20
03.07.2011 0:00,2011,11.8,15.4,21
03.07.2011 12:00,2011,12.6,14,21
03.07.2011 18:00,2011,12.8,13.2,20
04.07.2011 0:00,2011,11.8,12.4,21
04.07.2011 12:00,2011,13.4,13.2,20
04.07.2011 18:00,2011,15.8,13.8,20
05.07.2011 0:00,2011,11.8,12.6,20
05.07.2011 12:00,2011,16.6,13.8,23
05.07.2011 18:00,2011,19.2,12.9,22
06.07.2011 0:00,2011,13.9,13.4,23
06.07.2011 6:00,2011,12.6,12.7,22
06.07.2011 12:00,2011,15.3,13.1,23
06.07.2011 18:00,2011,16.6,12.2,21
07.07.2011 0:00,2011,14,11.8,25
07.07.2011 6:00,2011,10.8,12.8,21
07.07.2011 12:00,2011,13.9,14.4,21
07.07.2011 18:00,2011,17,13.7,21
08.07.2011 0:00,2011,14.1,14,25
08.07.2011 6:00,2011,13.9,13.6,25
08.07.2011 12:00,2011,16,15.4,23
08.07.2011 18:00,2011,20,14,21
09.07.2011 0:00,2011,15.2,13.5,21
09.07.2011 6:00,2011,14.2,14.3,21
09.07.2011 12:00,2011,15.7,17,20
09.07.2011 18:00,2011,20.7,13.6,21
10.07.2011 0:00,2011,17.8,14.1,20
10.07.2011 6:00,2011,14.5,14,25
10.07.2011 12:00,2011,18,16,24
10.07.2011 18:00,2011,23,16,23
11.07.2011 0:00,2011,18,16,27
11.07.2011 6:00,2011,16.3,15,22
11.07.2011 12:00,2011,18,15,22
11.07.2011 18:00,2011,27,18,27
12.07.2011 0:00,2011,19,15,27
12.07.2011 6:00,2011,16.8,17.4,21
12.07.2011 12:00,2011,21.1,16.5,21
12.07.2011 18:00,2011,24.4,17.6,20
13.07.2011 0:00,2011,18.3,17.6,21
13.07.2011 6:00,2011,16.3,16.1,22
13.07.2011 12:00,2011,18.1,13.1,20
13.07.2011 18:00,2011,10.9,13.8,25
14.07.2011 0:00,2011,10.1,13.8,24
14.07.2011 6:00,2011,10.3,14.3,22
14.07.2011 12:00,2011,16.4,13.8,23
14.07.2011 18:00,2011,18.6,14.7,22
15.07.2011 0:00,2011,14.3,14.4,20
15.07.2011 6:00,2011,11.2,14.6,21
15.07.2011 12:00,2011,16.4,15.4,21
15.07.2011 18:00,2011,18.6,14.9,21
16.07.2011 0:00,2011,13.8,14.2,24
16.07.2011 6:00,2011,9.6,15.3,20
16.07.2011 12:00,2011,17.3,15.3,23
16.07.2011 18:00,2011,20.7,14.3,22
17.07.2011 0:00,2011,14.8,13.7,23
17.07.2011 6:00,2011,12,13,21
17.07.2011 12:00,2011,19,15.7,23
17.07.2011 18:00,2011,18.9,15.3,21
18.07.2011 0:00,2011,14,14.9,20
18.07.2011 6:00,2011,14.4,15.8,23
18.07.2011 12:00,2011,18.8,15.8,23
18.07.2011 18:00,2011,21,15.3,23
19.07.2011 0:00,2011,17.8,14,21
19.07.2011 6:00,2011,15.2,15,21
19.07.2011 12:00,2011,18.1,15.4,22
19.07.2011 18:00,2011,18.2,16.3,26
20.07.2011 0:00,2011,17.4,15,25
20.07.2011 6:00,2011,16,13,24
20.07.2011 12:00,2011,23,21,27
20.07.2011 18:00,2011,16,17,25
21.07.2011 0:00,2011,15,14.5,25
21.07.2011 6:00,2011,14.1,15.4,26
21.07.2011 12:00,2011,19.4,17.8,26
21.07.2011 18:00,2011,25,15,26
22.07.2011 0:00,2011,18.7,15.6,23
22.07.2011 6:00,2011,17.4,15.6,25
22.07.2011 12:00,2011,18.2,17.4,20
22.07.2011 18:00,2011,21,17.3,20
23.07.2011 0:00,2011,18.1,16.6,28
23.07.2011 6:00,2011,16.4,16.2,23
23.07.2011 12:00,2011,16.6,17.3,25
23.07.2011 18:00,2011,15.8,16.8,24
24.07.2011 0:00,2011,14.1,16.3,21
24.07.2011 6:00,2011,12.4,16,24
24.07.2011 12:00,2011,13,17.3,20
24.07.2011 18:00,2011,15.8,16,20
25.07.2011 0:00,2011,16,15.4,22
25.07.2011 6:00,2011,16.9,15.1,20
25.07.2011 12:00,2011,19.7,16.8,23
25.07.2011 18:00,2011,22.8,15.7,23
26.07.2011 0:00,2011,17.6,16.2,22
26.07.2011 6:00,2011,18.3,16.9,21
26.07.2011 12:00,2011,19.4,17.1,23
26.07.2011 18:00,2011,22.8,NA,15
27.07.2011 0:00,2011,NA,15.9,20
27.07.2011 6:00,2011,15.8,16.9,20
27.07.2011 12:00,2011,19.5,16.1,23
27.07.2011 18:00,2011,21.6,16,20
28.07.2011 0:00,2011,19.4,16.6,23
28.07.2011 6:00,2011,15.8,17.3,25
28.07.2011 12:00,2011,19.5,18.4,24
28.07.2011 18:00,2011,25,18.1,25
29.07.2011 0:00,2011,16.6,17,21
29.07.2011 6:00,2011,16,NA,20
29.07.2011 12:00,2011,NA,17.1,22
29.07.2011 18:00,2011,18.6,17.2,25
30.07.2011 0:00,2011,14.7,17.2,25
30.07.2011 6:00,2011,14,16.3,28
30.07.2011 12:00,2011,14.8,16.7,25
30.07.2011 18:00,2011,19.4,NA,25
31.07.2011 0:00,2011,NA,15.9,23
31.07.2011 6:00,2011,9.8,15.6,20
31.07.2011 12:00,2011,13.3,16.1,20
31.07.2011 18:00,2011,15.1,16.6,20
01.08.2011 0:00,2011,14.3,14.9,23
01.08.2011 6:00,2011,9.2,15.3,21
01.08.2011 12:00,2011,13.8,16,21
01.08.2011 18:00,2011,22,16.9,23
02.08.2011 0:00,2011,10.9,14.8,20
02.08.2011 6:00,2011,11.3,15.2,25
02.08.2011 12:00,2011,15.5,16.9,19
02.08.2011 18:00,2011,17.3,16.2,20
03.08.2011 0:00,2011,16.9,12.3,24
03.08.2011 6:00,2011,15,16.2,25
03.08.2011 12:00,2011,18.1,17.1,25
03.08.2011 18:00,2011,25.6,15.8,20
04.08.2011 0:00,2011,17.7,15.3,25
04.08.2011 6:00,2011,13.1,15.3,20
04.08.2011 12:00,2011,14.9,15.1,21
04.08.2011 18:00,2011,15.2,15.1,21
05.08.2011 0:00,2011,10.9,14.1,23
05.08.2011 6:00,2011,8.4,13.6,23
05.08.2011 12:00,2011,11.4,14.6,22
05.08.2011 18:00,2011,18.8,14.6,25
06.08.2011 0:00,2011,17.7,NA,23
06.08.2011 6:00,2011,NA,14.1,21
06.08.2011 12:00,2011,13.4,15.9,20
06.08.2011 18:00,2011,17.3,14.9,21
07.08.2011 0:00,2011,10,NA,21
07.08.2011 6:00,2011,NA,13.8,20
07.08.2011 12:00,2011,13.1,14.1,20
07.08.2011 18:00,2011,15.1,13.8,21
08.08.2011 0:00,2011,12.4,13.9,20
08.08.2011 6:00,2011,12.6,13.1,20
08.08.2011 12:00,2011,12.6,13.4,20
08.08.2011 18:00,2011,11.8,12.8,20
09.08.2011 0:00,2011,9.8,12.4,21
09.08.2011 6:00,2011,8.4,12.8,20
09.08.2011 12:00,2011,14.9,12.8,20
09.08.2011 18:00,2011,14.2,13,20
10.08.2011 0:00,2011,11.3,12.8,23
10.08.2011 6:00,2011,10.4,12.1,23
10.08.2011 12:00,2011,10.6,12.6,20
10.08.2011 18:00,2011,16.9,13.1,23
11.08.2011 0:00,2011,16.6,12.9,22
11.08.2011 6:00,2011,12.1,12.8,21
11.08.2011 12:00,2011,13.8,13,20
11.08.2011 18:00,2011,14.5,13.1,20
12.08.2011 0:00,2011,13.6,NA,21
12.08.2011 6:00,2011,8.8,12.3,21
12.08.2011 12:00,2011,9.8,12.5,21
12.08.2011 18:00,2011,13.1,12.1,22
13.08.2011 0:00,2011,6.1,NA,22
13.08.2011 6:00,2011,NA,13.3,20
13.08.2011 12:00,2011,12.2,13,20
13.08.2011 18:00,2011,17.1,12.5,20
14.08.2011 0:00,2011,8.2,13.7,21
14.08.2011 6:00,2011,15.5,NA,21
14.08.2011 12:00,2011,NA,NA,21
14.08.2011 18:00,2011,NA,14.3,21
15.08.2011 0:00,2011,10.5,12.3,23
15.08.2011 6:00,2011,9,13.9,21
15.08.2011 12:00,2011,15.1,13.7,20
15.08.2011 18:00,2011,16.6,13.8,20
16.08.2011 0:00,2011,13.3,NA,22
16.08.2011 6:00,2011,NA,13.5,21
16.08.2011 12:00,2011,14.7,13.9,21
16.08.2011 18:00,2011,13.9,13.8,21
17.08.2011 0:00,2011,10.3,12.8,22
17.08.2011 6:00,2011,8.1,12.7,21
17.08.2011 12:00,2011,16.5,13.5,20
17.08.2011 18:00,2011,18,13.7,20
18.08.2011 0:00,2011,10.6,12.6,NA
18.08.2011 6:00,2011,12.9,NA,NA
01.06.2012 12:00,2012,9,11.4,19
01.06.2012 18:00,2012,10.3,9.3,20
02.06.2012 0:00,2012,7.4,7.8,19
02.06.2012 12:00,2012,8.3,7.9,22
02.06.2012 18:00,2012,7.2,7.6,21
03.06.2012 0:00,2012,5.1,7.4,22
03.06.2012 12:00,2012,9.1,6.1,23
03.06.2012 18:00,2012,8,8.1,23
04.06.2012 0:00,2012,6,7.5,25
04.06.2012 12:00,2012,13.9,7.7,24
04.06.2012 18:00,2012,16.9,9.9,23
05.06.2012 0:00,2012,8.8,7.5,23
05.06.2012 6:00,2012,7.5,7.1,22
05.06.2012 12:00,2012,6.9,6.6,22
05.06.2012 18:00,2012,10.6,7.5,22
06.06.2012 0:00,2012,5.9,6.7,22
06.06.2012 12:00,2012,8.5,7.6,NA
06.06.2012 18:00,2012,8.8,9.2,19
07.06.2012 0:00,2012,7.3,8.4,19
07.06.2012 12:00,2012,8.3,7.4,21
07.06.2012 18:00,2012,8.4,8.8,22
08.06.2012 0:00,2012,6.8,7.7,21
08.06.2012 12:00,2012,8.5,8.1,22
08.06.2012 18:00,2012,11.4,7.7,22
09.06.2012 0:00,2012,9.6,7.4,23
09.06.2012 12:00,2012,12.7,7,23
09.06.2012 18:00,2012,16.2,7.8,23
10.06.2012 0:00,2012,12,6.4,23
10.06.2012 12:00,2012,13.3,8.6,23
10.06.2012 18:00,2012,13.4,11.6,20
11.06.2012 0:00,2012,10.6,8.2,22
11.06.2012 12:00,2012,13,8.4,22
11.06.2012 18:00,2012,13.2,12.3,21
12.06.2012 0:00,2012,10.6,7.4,23
12.06.2012 12:00,2012,12.5,8.4,20
12.06.2012 18:00,2012,14.8,10.1,21
13.06.2012 0:00,2012,13.3,9.3,21
13.06.2012 12:00,2012,13,9.3,22
13.06.2012 18:00,2012,NA,NA,NA
19.06.2012 18:00,2012,15,11.5,22
20.06.2012 0:00,2012,12.3,11.8,23
20.06.2012 6:00,2012,10.8,10.3,23
20.06.2012 12:00,2012,NA,10.8,21
20.06.2012 18:00,2012,NA,11.9,19
21.06.2012 0:00,2012,10.9,10,21
21.06.2012 6:00,2012,7.9,11.1,18
21.06.2012 12:00,2012,13.8,10.8,20
21.06.2012 18:00,2012,11.2,10.4,NA
22.06.2012 0:00,2012,7.8,9.4,21
22.06.2012 6:00,2012,7.8,9.4,18
22.06.2012 12:00,2012,NA,NA,20
23.06.2012 0:00,2012,8.7,8.4,22
23.06.2012 6:00,2012,7.8,8.1,22
23.06.2012 12:00,2012,13.3,8.5,21
23.06.2012 18:00,2012,15,19.2,21
24.06.2012 0:00,2012,10.4,10.6,22
24.06.2012 6:00,2012,8.5,7.8,24
24.06.2012 12:00,2012,12.8,10.8,21
25.06.2012 0:00,2012,9.9,10.8,20
25.06.2012 6:00,2012,6.8,9.2,21
25.06.2012 12:00,2012,11.6,13.8,21
25.06.2012 18:00,2012,14.1,12.6,21
26.06.2012 0:00,2012,10.1,11.9,20
26.06.2012 6:00,2012,11.6,9.4,22
26.06.2012 12:00,2012,NA,NA,22
26.06.2012 18:00,2012,NA,NA,20
27.06.2012 0:00,2012,13.3,10.2,21
27.06.2012 6:00,2012,9.9,12.3,22
27.06.2012 12:00,2012,10.4,11.2,21
27.06.2012 18:00,2012,9.1,10.7,21
28.06.2012 0:00,2012,9.4,7.7,22
28.06.2012 6:00,2012,9.4,7.4,22
28.06.2012 12:00,2012,9.4,7.2,23
28.06.2012 18:00,2012,6.9,8.9,22
29.06.2012 0:00,2012,5.4,9.3,23
29.06.2012 6:00,2012,5,8.4,23
29.06.2012 12:00,2012,8.4,9.1,23
30.06.2012 0:00,2012,9.8,10.4,21
30.06.2012 6:00,2012,8.1,9.4,21
30.06.2012 12:00,2012,13.9,11.9,NA
30.06.2012 18:00,2012,NA,NA,21
05.07.2012 6:00,2012,7.5,9.9,22
05.07.2012 12:00,2012,13.9,9.9,22
05.07.2012 18:00,2012,14.1,11.3,23
06.07.2012 0:00,2012,11.1,10.3,21
06.07.2012 6:00,2012,8.12,8.8,21
06.07.2012 12:00,2012,13.3,10.7,20
06.07.2012 18:00,2012,15.8,9.4,23
07.07.2012 0:00,2012,10.8,13.3,NA
07.07.2012 6:00,2012,12.9,9.9,23
07.07.2012 12:00,2012,17.8,8.7,22
07.07.2012 18:00,2012,14.4,9.8,23
08.07.2012 0:00,2012,12.1,9.9,24
08.07.2012 6:00,2012,10.6,10.1,23
08.07.2012 12:00,2012,11.2,9.3,23
08.07.2012 18:00,2012,13.1,10.2,23
09.07.2012 0:00,2012,9.7,9.9,24
09.07.2012 6:00,2012,9.6,10.9,23
09.07.2012 12:00,2012,13.8,9.6,23
09.07.2012 18:00,2012,14.2,10.2,24
10.07.2012 0:00,2012,11.3,18.1,23
10.07.2012 6:00,2012,5.5,9.3,24
10.07.2012 12:00,2012,5.5,9.3,23
10.07.2012 18:00,2012,11.3,12.1,23
11.07.2012 0:00,2012,NA,NA,23
11.07.2012 6:00,2012,10.6,11.4,23
11.07.2012 12:00,2012,11.4,11.4,22
11.07.2012 18:00,2012,10.2,10.2,22
12.07.2012 0:00,2012,NA,NA,22
12.07.2012 6:00,2012,11.6,12.4,23
12.07.2012 12:00,2012,12.6,15.3,22
12.07.2012 18:00,2012,14.2,10.9,23
13.07.2012 0:00,2012,13.6,10.6,22
13.07.2012 6:00,2012,12,13,18
13.07.2012 12:00,2012,14.1,11.1,19
13.07.2012 18:00,2012,16.3,13.9,20
14.07.2012 0:00,2012,14.7,12.5,19
14.07.2012 6:00,2012,15.8,12.1,18
14.07.2012 12:00,2012,14.4,12.8,19
14.07.2012 18:00,2012,20.8,15.3,19
15.07.2012 0:00,2012,17.4,14.5,19
15.07.2012 6:00,2012,13.7,12.2,18
15.07.2012 12:00,2012,17.2,14.1,18
15.07.2012 18:00,2012,17.8,15.1,17
16.07.2012 0:00,2012,15.3,16.8,18
16.07.2012 6:00,2012,14.1,15.1,19
16.07.2012 12:00,2012,17.4,14.3,20
16.07.2012 18:00,2012,18.3,15.3,19
17.07.2012 0:00,2012,14.7,15.7,17
17.07.2012 6:00,2012,13.4,13.7,17
17.07.2012 12:00,2012,18.1,16.2,18
17.07.2012 18:00,2012,17.8,17.5,16
18.07.2012 0:00,2012,15.1,15.6,17
18.07.2012 6:00,2012,14.3,14.7,15
18.07.2012 12:00,2012,15.3,15.1,17
18.07.2012 18:00,2012,17.4,15.3,16
19.07.2012 0:00,2012,13.3,15.4,15
19.07.2012 12:00,2012,13.3,13.9,17
19.07.2012 18:00,2012,9.3,13.4,18
20.07.2012 0:00,2012,7.3,14.3,NA
20.07.2012 6:00,2012,7.3,11.8,NA
20.07.2012 12:00,2012,8.2,10.5,20
20.07.2012 18:00,2012,10,10.6,20
21.07.2012 0:00,2012,9.4,10.4,20
21.07.2012 6:00,2012,8.8,10.1,20
21.07.2012 12:00,2012,12.9,10.9,21
21.07.2012 18:00,2012,16,10,22
22.07.2012 0:00,2012,11.8,11.4,21
22.07.2012 6:00,2012,10.2,10.1,20
22.07.2012 12:00,2012,13.8,10.1,21
22.07.2012 18:00,2012,17.3,10.5,21
23.07.2012 0:00,2012,11.6,10.4,23
23.07.2012 6:00,2012,7.3,9.4,22
23.07.2012 12:00,2012,13.7,10.6,21
23.07.2012 18:00,2012,15.4,12.3,22
24.07.2012 0:00,2012,12.2,12.8,21
24.07.2012 6:00,2012,11.4,12.1,23
24.07.2012 12:00,2012,14.7,10.9,23
24.07.2012 18:00,2012,20.9,11.6,23
25.07.2012 0:00,2012,12,10.2,23
25.07.2012 6:00,2012,10.8,9.6,23
25.07.2012 12:00,2012,18,10.6,22
25.07.2012 18:00,2012,19.7,10.2,24
26.07.2012 0:00,2012,16.4,10.7,23
26.07.2012 6:00,2012,12,10.2,22
26.07.2012 12:00,2012,15.4,12.1,22
26.07.2012 18:00,2012,16.2,13,22
27.07.2012 0:00,2012,12.4,12.3,20
27.07.2012 6:00,2012,11.6,10.2,21
27.07.2012 12:00,2012,14.6,11.6,21
27.07.2012 18:00,2012,17.3,12.6,20
28.07.2012 0:00,2012,13,12.3,22
28.07.2012 6:00,2012,11.2,12.4,21
28.07.2012 12:00,2012,14.4,12.4,20
28.07.2012 18:00,2012,18,14.4,20
29.07.2012 0:00,2012,14.8,13.4,19
29.07.2012 6:00,2012,13.9,13.8,20
29.07.2012 12:00,2012,18.8,14.5,20
29.07.2012 18:00,2012,21.1,17.3,20
30.07.2012 0:00,2012,17.3,15.3,18
30.07.2012 6:00,2012,15.6,14.8,20
30.07.2012 12:00,2012,16.6,14.3,20
30.07.2012 18:00,2012,16.9,12.9,20
31.07.2012 0:00,2012,15.8,12.2,20
31.07.2012 6:00,2012,14.3,13.2,19
31.07.2012 14:00,2012,14.3,12.8,19
31.07.2012 18:00,2012,17.3,13.2,20
01.08.2012 0:00,2012,14.9,13.9,20
01.08.2012 6:00,2012,14.3,12.6,20
01.08.2012 12:00,2012,17.6,14.4,20
01.08.2012 18:00,2012,19.2,14.3,20
02.08.2012 0:00,2012,15.1,14.3,23
02.08.2012 6:00,2012,13.6,13.3,20
02.08.2012 12:00,2012,16.8,12.9,21
02.08.2012 18:00,2012,20.5,12.9,21
03.08.2012 0:00,2012,18.9,14.1,20
03.08.2012 6:00,2012,12.2,13.4,18
03.08.2012 12:00,2012,17.3,14.9,17
03.08.2012 18:00,2012,18.9,14.8,18
04.08.2012 0:00,2012,12.3,13,18
04.08.2012 6:00,2012,9.6,12.5,18
04.08.2012 12:00,2012,15.1,13.6,19
04.08.2012 18:00,2012,18.6,15.5,20
05.08.2012 0:00,2012,15,14.3,20
05.08.2012 6:00,2012,13.4,12.3,19
05.08.2012 12:00,2012,16.7,13.7,20
05.08.2012 18:00,2012,18.5,14.1,20
06.08.2012 0:00,2012,13.9,14.4,19
06.08.2012 6:00,2012,12.8,13.3,21
06.08.2012 12:00,2012,NA,12.8,19
06.08.2012 18:00,2012,17,12.4,19
07.08.2012 0:00,2012,15.3,12.3,21
07.08.2012 6:00,2012,11.3,10.4,21
07.08.2012 12:00,2012,13.3,13.3,21
07.08.2012 18:00,2012,16.8,11.5,21
08.08.2012 0:00,2012,12.5,13.5,21
08.08.2012 6:00,2012,9.9,NA,22
08.08.2012 12:00,2012,10.3,11.3,23
08.08.2012 18:00,2012,15.3,11.3,23
09.08.2012 0:00,2012,12.9,11,22
09.08.2012 6:00,2012,8.6,10.6,21
09.08.2012 12:00,2012,10.2,11.5,21
09.08.2012 18:00,2012,13.9,12.2,23
10.08.2012 0:00,2012,13.1,11.5,22
10.08.2012 6:00,2012,7.6,13.5,21
10.08.2012 12:00,2012,14.9,13.4,19
10.08.2012 18:00,2012,14.9,13,19
11.08.2012 0:00,2012,13.8,12.8,14
11.08.2012 6:00,2012,10.3,11.4,20
11.08.2012 12:00,2012,13.9,12,20
11.08.2012 18:00,2012,17.6,13.6,20
12.08.2012 0:00,2012,15.2,13.4,20
12.08.2012 6:00,2012,13.8,13.5,NA
12.08.2012 12:00,2012,17.6,12.9,20
12.08.2012 18:00,2012,23.5,13.8,20
13.08.2012 0:00,2012,17.1,13.2,20
13.08.2012 6:00,2012,13,11.5,18
13.08.2012 12:00,2012,15.7,13.8,18
13.08.2012 18:00,2012,21.1,15.2,17
14.08.2012 0:00,2012,18,14,17
14.08.2012 6:00,2012,13.3,13,18
14.08.2012 12:00,2012,18.4,14.3,17
14.08.2012 18:00,2012,25.4,13.9,17
15.08.2012 0:00,2012,21.8,NA,17
15.08.2012 6:00,2012,15.9,NA,17
15.08.2012 12:00,2012,15.1,14.2,16
15.08.2012 18:00,2012,NA,NA,NA
16.08.2012 0:00,2012,13.6,14.1,17
16.08.2012 6:00,2012,12.2,13.6,17
16.08.2012 12:00,2012,13.4,13.1,17
16.08.2012 18:00,2012,12.5,12.9,17
17.08.2012 0:00,2012,14.9,13.2,20
17.08.2012 6:00,2012,13.2,13.2,18
17.08.2012 12:00,2012,13.8,13.4,17
17.08.2012 18:00,2012,15.3,14,19
18.08.2012 0:00,2012,15,NA,18
18.08.2012 6:00,2012,13.8,NA,18
18.08.2012 12:00,2012,17.3,13.1,19
18.08.2012 18:00,2012,17.9,13,19
19.08.2012 0:00,2012,13.9,12.3,20
19.08.2012 6:00,2012,9.1,12.2,17
19.08.2012 12:00,2012,9.6,12,17
19.08.2012 18:00,2012,12.1,12.8,17
01.06.2013 0:00,2013,12.3,15.5,NA
01.06.2013 6:00,2013,9.6,14.6,NA
01.06.2013 12:00,2013,18.4,14.4,NA
01.06.2013 18:00,2013,17.3,13.3,NA
02.06.2013 0:00,2013,13.5,10.2,NA
02.06.2013 6:00,2013,12.5,9.7,NA
02.06.2013 12:00,2013,16.9,12.1,NA
02.06.2013 18:00,2013,18.2,13.3,NA
03.06.2013 0:00,2013,15,9.8,NA
