Day,Manth,Year,Date_text,Depth_class,Depth,Station,ID,Female,Male,cop_V,cop_IV,cop_III,cop II,cop I,nauplii,,,,,,,,,
13,3,2010.00,13/03/2010,0_10,5.00,D1,254,1,0,0,0,0,0,0,0,,,,,,,,,
20,5,2010.00,20/05/2010,0_10,5.00,D1,255,4,0,44,2,0,0,0,5200,,,,,,,,,
1,6,2010.00,01/06/2010,0_10,5.00,D1,256,0,0,5,0,0,0,1,800,,,,,,,,,
10,6,2010.00,10/06/2010,0_10,5.00,D1,257,0,0,0,0,0,0,5,600,,,,,,,,,
21,6,2010.00,21/06/2010,0_10,5.00,D1,258,0,0,0,0,0,0,0,40,,,,,,,,,
1,7,2010.00,01/07/2010,0_10,5.00,D1,259,0,0,0,0,0,0,0,20,,,,,,,,,
10,7,2010.00,10/07/2010,0_10,5.00,D1,260,0,0,0,0,0,0,0,2,,,,,,,,,
20,7,2010.00,20/07/2010,0_10,5.00,D1,261,0,0,0,0,0,0,0,0,,,,,,,,,
1,8,2010.00,01/08/2010,0_10,5.00,D1,262,0,0,0,0,0,0,0,0,,,,,,,,,
10.00,8.00,2010.00,10/08/2010,0_10,5.00,D1,263,0,0,0,0,0,0,0,0,,,,,,,,,
19.00,8.00,2010.00,19/08/2010,0_10,5.00,D1,264,0,0,0,0,0,0,0,0,,,,,,,,,
28.00,8.00,2010.00,28/08/2010,0_10,5.00,D1,265,0,0,0,0,0,0,0,0,,,,,,,,,
9.00,9.00,2010.00,09/09/2010,0_10,5.00,D1,266,0,0,0,0,0,0,0,0,,,,,,,,,
20.00,9.00,2010.00,20/09/2010,0_10,5.00,D1,267,0,0,0,0,0,0,0,0,,,,,,,,,
29.00,9.00,2010.00,29/09/2010,0_10,5.00,D1,268,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
11.00,10.00,2010.00,11/10/2010,0_10,5.00,D1,269,0,0,0,0,0,0,0,0,,,,,,,,,
20.00,10.00,2010.00,20/10/2010,0_10,5.00,D1,270,0,0,0,0,0,0,0,0,,,,,,,,,
1,11,2010.00,01/11/2010,0_10,5.00,D1,271,0,0,0,0,0,0,0,0,,,,,,,,,
15.00,11.00,2010.00,15/11/2010,0_10,5.00,D1,272,0,0,0,0,0,0,0,0,,,,,,,,,
27.00,1.00,2011.00,27/01/2011,0_10,5.00,D1,273,2,0,1,0,0,0,0,0,,,,,,,,,
15.00,2.00,2011.00,15/02/2011,0_10,5.00,D1,274,0,0,0,0,0,0,0,0,,,,,,,,,
13.00,3.00,2011.00,13/03/2011,0_10,5.00,D1,275,1,0,0,0,0,0,0,0,,,,,,,,,
7.00,4.00,2011.00,07/04/2011,0_10,5.00,D1,276,0,0,1,2,0,0,0,0,,,,,,,,,
21.00,5.00,2011.00,21/05/2011,0_10,5.00,D1,277,14,0,30,0,0,0,100,4500,,,,,,,,,
31.00,5.00,2011.00,31/05/2011,0_10,5.00,D1,278,0,0,1,0,20,200,100,1000,,,,,,,,,
11.00,6.00,2011.00,11/06/2011,0_10,5.00,D1,279,0,0,0,0,10,5,20,1200,,,,,,,,,
20.00,6.00,2011.00,20/06/2011,0_10,5.00,D1,280,0,0,0,0,7,10,0,0,,,,,,,,,
30.00,6.00,2011.00,30/06/2011,0_10,5.00,D1,281,0,0,0,0,0,1,0,0,,,,,,,,,
11.00,7.00,2011.00,11/07/2011,0_10,5.00,D1,282,0,0,0,0,0,0,0,0,,,,,,,,,
20.00,7.00,2011.00,20/07/2011,0_10,5.00,D1,283,0,0,0,0,0,0,0,0,,,,,,,,,
30.00,7.00,2011.00,30/07/2011,0_10,5.00,D1,284,0,0,0,0,0,0,0,0,,,,,,,,,
10,8,2011.00,10/08/2011,0_10,5.00,D1,285,0,0,0,0,0,0,0,0,,,,,,,,,
20,8,2011.00,20/08/2011,0_10,5.00,D1,286,0,0,0,0,0,0,0,0,,,,,,,,,
30,8,2011.00,30/08/2011,0_10,5.00,D1,287,0,0,0,0,0,0,0,0,,,,,,,,,
10,9,2011.00,10/09/2011,0_10,5.00,D1,288,0,0,0,0,0,0,0,0,,,,,,,,,
20,9,2011.00,20/09/2011,0_10,5.00,D1,289,0,0,0,0,0,0,0,0,,,,,,,,,
29,9,2011.00,29/09/2011,0_10,5.00,D1,290,0,0,0,0,0,0,0,0,,,,,,,,,
10,10,2011.00,10/10/2011,0_10,5.00,D1,291,0.00,0,0,0,0,0,0,0,,,,,,,,,
22,10,2011.00,22/10/2011,0_10,5.00,D1,292,0.00,0,0,0,0,0,0,0,,,,,,,,,
31,10,2011.00,31/10/2011,0_10,5.00,D1,293,0.00,0,0,0,0,0,0,0,,,,,,,,,
14,11,2011.00,14/11/2011,0_10,5.00,D1,294,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,12,2011.00,10/12/2011,0_10,5.00,D1,295,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
27,2,2012.00,27/02/2012,0_10,5.00,D1,296,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,
19,3,2012.00,19/03/2012,0_10,5.00,D1,297,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
2,4,2012.00,02/04/2012,0_10,5.00,D1,298,6.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,
14,4,2012.00,14/04/2012,0_10,5.00,D1,299,2.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,,,,,,,,,
23,5,2012.00,23/05/2012,0_10,5.00,D1,300,14.00,0.00,105.00,0.00,0.00,0.00,10.00,7400.00,,,,,,,,,
31,5,2012.00,31/05/2012,0_10,5.00,D1,301,2.00,0.00,7.00,0.00,0.00,100.00,300.00,5200.00,,,,,,,,,
10,6,2012.00,10/06/2012,0_10,5.00,D1,302,0.00,0.00,0.00,0.00,200.00,300.00,100.00,1600.00,,,,,,,,,
20,6,2012.00,20/06/2012,0_10,5.00,D1,303,0.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,,,,,,,,,
30,6,2012.00,30/06/2012,0_10,5.00,D1,304,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,7,2012.00,10/07/2012,0_10,5.00,D1,305,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
18,7,2012.00,18/07/2012,0_10,5.00,D1,306,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,7,2012.00,30/07/2012,0_10,5.00,D1,307,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
9,8,2012.00,09/08/2012,0_10,5.00,D1,308,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2012.00,20/08/2012,0_10,5.00,D1,309,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,8,2012.00,30/08/2012,0_10,5.00,D1,310,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,9,2012.00,10/09/2012,0_10,5.00,D1,311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
19,9,2012.00,19/09/2012,0_10,5.00,D1,312,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
1,10,2012.00,01/10/2012,0_10,5.00,D1,313,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,10,2012.00,10/10/2012,0_10,5.00,D1,314,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
22,10,2012.00,22/10/2012,0_10,5.00,D1,315,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,10,2012.00,30/10/2012,0_10,5.00,D1,316,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,11,2012.00,12/11/2012,0_10,5.00,D1,317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,2,2013.00,12/02/2013,0_10,5.00,D1,318,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,3,2013.00,09/03/2013,0_10,5.00,D1,319,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,4,2013.00,12/04/2013,0_10,5.00,D1,320,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,5,2013.00,20/05/2013,0_10,5.00,D1,321,3.00,0.00,20.00,0.00,0.00,0.00,5.00,1800.00,,,,,,,,,
30,5,2013.00,30/05/2013,0_10,5.00,D1,322,0.00,0.00,6.00,0.00,100.00,300.00,800.00,5200.00,,,,,,,,,
10,6,2013.00,10/06/2013,0_10,5.00,D1,323,0.00,0.00,0.00,0.00,100.00,100.00,200.00,100.00,,,,,,,,,
19,6,2013.00,19/06/2013,0_10,5.00,D1,324,0.00,0.00,0.00,0.00,20.00,100.00,0.00,0.00,,,,,,,,,
30,6,2013.00,30/06/2013,0_10,5.00,D1,325,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,,,,,,,,,
11,7,2013.00,11/07/2013,0_10,5.00,D1,326,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,7,2013.00,20/07/2013,0_10,5.00,D1,327,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,7,2013.00,31/07/2013,0_10,5.00,D1,328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,8,2013.00,10/08/2013,0_10,5.00,D1,329,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2013.00,20/08/2013,0_10,5.00,D1,330,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,8,2013.00,31/08/2013,0_10,5.00,D1,331,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,9,2013.00,10/09/2013,0_10,5.00,D1,332,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
19,9,2013.00,19/09/2013,0_10,5.00,D1,333,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
1,10,2013.00,01/10/2013,0_10,5.00,D1,334,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,10,2013.00,09/10/2013,0_10,5.00,D1,335,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,10,2013.00,21/10/2013,0_10,5.00,D1,336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,10,2013.00,29/10/2013,0_10,5.00,D1,337,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,11,2013.00,09/11/2013,0_10,5.00,D1,338,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
8,2,2014.00,08/02/2014,0_10,5.00,D1,339,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
14,3,2014.00,14/03/2014,0_10,5.00,D1,340,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
5,4,2014.00,05/04/2014,0_10,5.00,D1,341,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
28,5,2014.00,28/05/2014,0_10,5.00,D1,342,1.00,0.00,17.00,0.00,0.00,4.00,4.00,7500.00,,,,,,,,,
10,6,2014.00,10/06/2014,0_10,5.00,D1,343,0.00,0.00,0.00,0.00,0.00,20.00,100.00,500.00,,,,,,,,,
19,6,2014.00,19/06/2014,0_10,5.00,D1,344,0.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,,,,,,,,,
30,6,2014.00,30/06/2014,0_10,5.00,D1,345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,7,2014.00,12/07/2014,0_10,5.00,D1,346,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,7,2014.00,21/07/2014,0_10,5.00,D1,347,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,7,2014.00,30/07/2014,0_10,5.00,D1,348,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,8,2014.00,12/08/2014,0_10,5.00,D1,349,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2014.00,20/08/2014,0_10,5.00,D1,350,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
31,8,2014.00,31/08/2014,0_10,5.00,D1,351,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,9,2014.00,10/09/2014,0_10,5.00,D1,352,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,9,2014.00,20/09/2014,0_10,5.00,D1,353,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,9,2014.00,29/09/2014,0_10,5.00,D1,354,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,10,2014.00,09/10/2014,0_10,5.00,D1,355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,10,2014.00,20/10/2014,0_10,5.00,D1,356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,10,2014.00,29/10/2014,0_10,5.00,D1,357,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
16,11,2014.00,16/11/2014,0_10,5.00,D1,358,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
2,12,2014.00,02/12/2014,0_10,5.00,D1,359,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,2,2015.00,10/02/2015,0_10,5.00,D1,360,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,2,2015.00,21/02/2015,0_10,5.00,D1,361,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
3,3,2015.00,03/03/2015,0_10,5.00,D1,362,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
16,3,2015.00,16/03/2015,0_10,5.00,D1,363,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
7,4,2015.00,07/04/2015,0_10,5.00,D1,364,3.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,6,2015.00,10/06/2015,0_10,5.00,D1,365,0.00,0.00,0.00,0.00,0.00,60.00,100.00,3200.00,,,,,,,,,
20,6,2015.00,20/06/2015,0_10,5.00,D1,366,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,6,2015.00,30/06/2015,0_10,5.00,D1,367,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
11,7,2015.00,11/07/2015,0_10,5.00,D1,368,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
20,7,2015.00,20/07/2015,0_10,5.00,D1,369,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,7,2015.00,30/07/2015,0_10,5.00,D1,370,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,8,2015.00,10/08/2015,0_10,5.00,D1,371,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
19,8,2015.00,19/08/2015,0_10,5.00,D1,372,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,8,2015.00,31/08/2015,0_10,5.00,D1,373,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,9,2015.00,09/09/2015,0_10,5.00,D1,374,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,9,2015.00,21/09/2015,0_10,5.00,D1,375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,9,2015.00,30/09/2015,0_10,5.00,D1,376,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,10,2015.00,12/10/2015,0_10,5.00,D1,377,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,10,2015.00,21/10/2015,0_10,5.00,D1,378,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,10,2015.00,29/10/2015,0_10,5.00,D1,379,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,11,2015.00,10/11/2015,0_10,5.00,D1,380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,11,2015.00,21/11/2015,0_10,5.00,D1,381,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
3,2,2016.00,03/02/2016,0_10,5.00,D1,382,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
16,2,2016.00,16/02/2016,0_10,5.00,D1,383,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
7,3,2016.00,07/03/2016,0_10,5.00,D1,384,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
15,3,2016.00,15/03/2016,0_10,5.00,D1,385,4.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,,,,,,,,,
3,4,2016.00,03/04/2016,0_10,5.00,D1,386,2.00,0.00,1.00,10.00,0.00,0.00,0.00,0.00,,,,,,,,,
24,5,2016.00,24/05/2016,0_10,5.00,D1,387,0.00,0.00,1.00,0.00,0.00,40.00,100.00,60.00,,,,,,,,,
31,5,2016.00,31/05/2016,0_10,5.00,D1,388,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,,,,,,,,,
12,6,2016.00,12/06/2016,0_10,5.00,D1,389,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,,,,,,,,,
19,6,2016.00,19/06/2016,0_10,5.00,D1,390,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
30,6,2016.00,30/06/2016,0_10,5.00,D1,391,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
11,7,2016.00,11/07/2016,0_10,5.00,D1,392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,7,2016.00,21/07/2016,0_10,5.00,D1,393,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,7,2016.00,31/07/2016,0_10,5.00,D1,394,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,8,2016.00,09/08/2016,0_10,5.00,D1,395,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2016.00,20/08/2016,0_10,5.00,D1,396,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,8,2016.00,30/08/2016,0_10,5.00,D1,397,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,9,2016.00,12/09/2016,0_10,5.00,D1,398,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,9,2016.00,21/09/2016,0_10,5.00,D1,399,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
1,10,2016.00,01/10/2016,0_10,5.00,D1,400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,10,2016.00,10/10/2016,0_10,5.00,D1,401,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
19,10,2016.00,19/10/2016,0_10,5.00,D1,402,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
31,10,2016.00,31/10/2016,0_10,5.00,D1,403,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,11,2016.00,12/11/2016,0_10,5.00,D1,404,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,11,2016.00,21/11/2016,0_10,5.00,D1,405,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
29,11,2016.00,29/11/2016,0_10,5.00,D1,406,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
25,3,2017.00,25/03/2017,0_10,5.00,D1,407,22.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,
4,4,2017.00,04/04/2017,0_10,5.00,D1,408,10.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,,,,,,,,,
15,4,2017.00,15/04/2017,0_10,5.00,D1,409,70.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,4,2017.00,20/04/2017,0_10,5.00,D1,410,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,,,,,,,,
25,4,2017.00,25/04/2017,0_10,5.00,D1,411,12.00,0.00,2.00,2.00,0.00,0.00,0.00,100.00,,,,,,,,,
29,4,2017.00,29/04/2017,0_10,5.00,D1,412,9.00,0.00,3.00,6.00,0.00,0.00,0.00,600.00,,,,,,,,,
10,5,2017.00,10/05/2017,0_10,5.00,D1,413,10.00,0.00,10.00,22.00,0.00,0.00,0.00,6000.00,,,,,,,,,
15,5,2017.00,15/05/2017,0_10,5.00,D1,414,24.00,0.00,12.00,0.00,0.00,0.00,0.00,5000.00,,,,,,,,,
20,5,2017.00,20/05/2017,0_10,5.00,D1,415,28.00,0.00,50.00,0.00,0.00,0.00,0.00,8300.00,,,,,,,,,
25,5,2017.00,25/05/2017,0_10,5.00,D1,416,19.00,0.00,40.00,0.00,0.00,2.00,12.00,2500.00,,,,,,,,,
30,5,2017.00,30/05/2017,0_10,5.00,D1,417,11.00,0.00,90.00,0.00,0.00,30.00,800.00,3600.00,,,,,,,,,
5,6,2017.00,05/06/2017,0_10,5.00,D1,418,1.00,0.00,5.00,0.00,100.00,300.00,3100.00,2100.00,,,,,,,,,
10,6,2017.00,10/06/2017,0_10,5.00,D1,419,12.00,0.00,27.00,0.00,60.00,800.00,600.00,50.00,,,,,,,,,
21,6,2017.00,21/06/2017,0_10,5.00,D1,420,0.00,0.00,0.00,0.00,15.00,20.00,55.00,40.00,,,,,,,,,
29,6,2017.00,29/06/2017,0_10,5.00,D1,421,0.00,0.00,0.00,300.00,2200.00,1400.00,800.00,1000.00,,,,,,,,,
11,7,2017.00,11/07/2017,0_10,5.00,D1,422,0.00,0.00,0.00,5.00,40.00,5.00,0.00,0.00,,,,,,,,,
20,7,2017.00,20/07/2017,0_10,5.00,D1,423,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
31,7,2017.00,31/07/2017,0_10,5.00,D1,424,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,8,2017.00,12/08/2017,0_10,5.00,D1,425,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
22,8,2017.00,22/08/2017,0_10,5.00,D1,426,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
2,9,2017.00,02/09/2017,0_10,5.00,D1,427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
12,9,2017.00,12/09/2017,0_10,5.00,D1,428,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,9,2017.00,20/09/2017,0_10,5.00,D1,429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,9,2017.00,30/09/2017,0_10,5.00,D1,430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
11,10,2017.00,11/10/2017,0_10,5.00,D1,431,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
22,10,2017.00,22/10/2017,0_10,5.00,D1,432,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,10,2017.00,30/10/2017,0_10,5.00,D1,433,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,11,2017.00,09/11/2017,0_10,5.00,D1,434,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
21,11,2017.00,21/11/2017,0_10,5.00,D1,435,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,11,2017.00,30/11/2017,0_10,5.00,D1,436,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,,,,,,,,
13,2,2018.00,13/02/2018,0_10,5.00,D1,437,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,3,2018.00,20/03/2018,0_10,5.00,D1,438,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
29,3,2018.00,29/03/2018,0_10,5.00,D1,439,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,
18,4,2018.00,18/04/2018,0_10,5.00,D1,440,4.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,,,,,,,,,
26,4,2018.00,26/04/2018,0_10,5.00,D1,441,3.00,0.00,0.00,6.00,0.00,0.00,0.00,10.00,,,,,,,,,
12,5,2018.00,12/05/2018,0_10,5.00,D1,442,2.00,0.00,70.00,34.00,0.00,0.00,1.00,5000.00,,,,,,,,,
20,5,2018.00,20/05/2018,0_10,5.00,D1,443,5.00,0.00,120.00,0.00,0.00,100.00,800.00,10400.00,,,,,,,,,
31,5,2018.00,31/05/2018,0_10,5.00,D1,444,0.00,0.00,0.00,0.00,4.00,100.00,300.00,3800.00,,,,,,,,,
10,6,2018.00,10/06/2018,0_10,5.00,D1,445,0.00,0.00,0.00,0.00,7.00,3.00,0.00,0.00,,,,,,,,,
21,6,2018.00,21/06/2018,0_10,5.00,D1,446,0.00,0.00,0.00,42.00,32.00,2.00,0.00,0.00,,,,,,,,,
1,7,2018.00,01/07/2018,0_10,5.00,D1,447,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,,,,,,,,,
10,7,2018.00,10/07/2018,0_10,5.00,D1,448,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
21,7,2018.00,21/07/2018,0_10,5.00,D1,449,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,7,2018.00,30/07/2018,0_10,5.00,D1,450,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
9,8,2018.00,09/08/2018,0_10,5.00,D1,451,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,8,2018.00,20/08/2018,0_10,5.00,D1,452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
30,8,2018.00,30/08/2018,0_10,5.00,D1,453,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,9,2018.00,10/09/2018,0_10,5.00,D1,454,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,9,2018.00,20/09/2018,0_10,5.00,D1,455,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
1,10,2018.00,01/10/2018,0_10,5.00,D1,456,0.00,0.00,0.00,0,0,0,0,0,,,,,,,,,
10,10,2018.00,10/10/2018,0_10,5.00,D1,457,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
23,10,2018.00,23/10/2018,0_10,5.00,D1,458,0.00,0,0,0,0,0,0,0,,,,,,,,,
31,10,2018.00,31/10/2018,0_10,5.00,D1,459,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
10,11,2018.00,10/11/2018,0_10,5.00,D1,460,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
20,11,2018.00,20/11/2018,0_10,5.00,D1,461,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,
