ID;Species;Date;Region;Name;N_eggs;W_test;value;
4272_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_0;0;Angle
4273_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_0;0;Angle
4274_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Плоская;4;A_0;0;Angle
4275_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Плоская;2;A_0;0;Angle
4276_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4277_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4278_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_60;60;Angle
4279_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;2;A_36;36;Angle
4280_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_90;90;Angle
4281_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4282_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_0;0;Angle
4283_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4284_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4285_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_60;60;Angle
4286_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;3;A_90;90;Angle
4287_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_60;60;Angle
4288_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_15;15;Angle
4289_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;7;A_90;90;Angle
4290_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;2;A_90;90;Angle
4291_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;2;A_90;90;Angle
4292_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_30;30;Angle
4293_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4294_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_0;0;Angle
4295_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4296_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_0;0;Angle
4297_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4298_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_60;60;Angle
4299_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_60;60;Angle
4300_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_60;60;Angle
4301_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_90;90;Angle
4302_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_15;15;Angle
4303_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4304_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_0;0;Angle
4305_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;7;A_0;0;Angle
4306_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_0;0;Angle
4307_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_90;90;Angle
4308_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_30;30;Angle
4309_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_0;0;Angle
4310_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4311_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_30;30;Angle
4312_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4313_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4314_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4315_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4316_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4317_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4318_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4319_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;2;A_0;0;Angle
4320_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4321_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4322_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_0;0;Angle
4323_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4324_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4325_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4326_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_0;0;Angle
4327_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4328_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4329_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4330_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4331_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_45;45;Angle
4332_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4333_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_45;45;Angle
4334_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4335_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4336_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_45;45;Angle
4337_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4338_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_90;90;Angle
4339_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4340_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;5;A_90;90;Angle
4341_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
4342_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;3;A_0;0;Angle
4343_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;12;A_0;0;Angle
4344_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;6;A_90;90;Angle
4345_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;7;A_90;90;Angle
4346_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;A_90;90;Angle
4347_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Малая;4;A_0;0;Angle
4348_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_0;0;Angle
4349_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_0;0;Angle
4350_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_90;90;Angle
4351_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;9;A_45;45;Angle
4352_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4353_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4354_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4355_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4356_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_90;90;Angle
4357_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4358_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4359_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4360_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4361_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;7;A_90;90;Angle
4362_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4363_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4364_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4365_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4366_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4367_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4368_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4369_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4370_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4371_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_0;0;Angle
4372_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_0;0;Angle
4373_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4374_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4375_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_60;60;Angle
4376_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4377_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4378_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4379_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4380_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4381_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_90;90;Angle
4382_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4383_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4384_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_75;75;Angle
4385_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4386_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_75;75;Angle
4387_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4388_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4389_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4390_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4391_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4392_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4393_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_45;45;Angle
4394_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_45;45;Angle
4395_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_45;45;Angle
4396_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_45;45;Angle
4397_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4398_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_45;45;Angle
4399_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_10;10;Angle
4400_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_20;20;Angle
4401_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4402_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_0;0;Angle
4403_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_30;30;Angle
4404_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;2;A_90;90;Angle
4405_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_45;45;Angle
4406_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4407_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4408_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4409_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;3;A_0;0;Angle
4410_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4411_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;5;A_90;90;Angle
4412_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4413_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_45;45;Angle
4414_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;4;A_90;90;Angle
4415_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;6;A_90;90;Angle
4416_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Ирвасиха;8;A_90;90;Angle
4417_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;8;A_90;90;Angle
4418_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;3;A_0;0;Angle
4419_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;2;A_15;15;Angle
4420_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;4;A_15;15;Angle
4421_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;5;A_0;0;Angle
4422_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;3;A_90;90;Angle
4423_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Крошка;2;A_30;30;Angle
4424_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;2;A_90;90;Angle
4425_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;4;A_45;45;Angle
4426_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;3;A_45;45;Angle
4427_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;3;A_45;45;Angle
4428_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;2;A_0;0;Angle
4429_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;6;A_90;90;Angle
4430_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;5;A_90;90;Angle
4431_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;7;A_90;90;Angle
4432_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Гульмаха Малая;5;A_90;90;Angle
4433_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4434_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_90;90;Angle
4435_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;7;A_45;45;Angle
4436_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4437_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;3;A_0;0;Angle
4438_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4439_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_0;0;Angle
4440_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;3;A_45;45;Angle
4441_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4442_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_45;45;Angle
4443_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;2;A_90;90;Angle
4444_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_45;45;Angle
4445_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_15;15;Angle
4446_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4447_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4448_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;5;A_90;90;Angle
4449_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_90;90;Angle
4450_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;6;A_90;90;Angle
4451_2022;Гага обыкновенная;20.06.2022;Северный архипелаг;Добрушка;4;A_45;45;Angle
4452_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4453_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_45;45;Angle
4454_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_45;45;Angle
4455_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;3;A_45;45;Angle
4456_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;6;A_45;45;Angle
4457_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_15;15;Angle
4458_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4459_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;4;A_90;90;Angle
4460_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Анисимов;5;A_90;90;Angle
4461_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_0;0;Angle
4462_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_90;90;Angle
4463_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4464_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_45;45;Angle
4465_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_0;0;Angle
4466_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4467_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4468_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;4;A_90;90;Angle
4469_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;6;A_90;90;Angle
4470_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;5;A_90;90;Angle
4471_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;3;A_0;0;Angle
4472_2022;Гага обыкновенная;27.06.2022;Северный архипелаг;Горелый;7;A_90;90;Angle
4473_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;3;A_0;0;Angle
4474_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;3;A_0;0;Angle
4475_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;5;A_90;90;Angle
4476_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;5;A_90;90;Angle
4477_2022;Гага обыкновенная;24.06.2022;Северный архипелаг;Седловатая;5;A_90;90;Angle
4478_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;3;A_0;0;Angle
4479_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;5;A_0;0;Angle
4480_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;4;A_0;0;Angle
4481_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_0;0;Angle
4482_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;5;A_90;90;Angle
4483_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;4;A_90;90;Angle
4484_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Поперечная Луда Вторая;7;A_90;90;Angle
4485_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;5;A_0;0;Angle
4486_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;5;A_15;15;Angle
4487_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;5;A_15;15;Angle
4488_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;5;A_90;90;Angle
4489_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;A_90;90;Angle
4490_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;6;A_90;90;Angle
4491_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;A_90;90;Angle
4492_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;A_0;0;Angle
4493_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;8;A_90;90;Angle
4494_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;6;A_0;0;Angle
4495_2022;Гага обыкновенная;11.06.2022;Северный архипелаг;Песчанка;4;A_0;0;Angle
4496_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_15;15;Angle
4497_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;5;A_30;30;Angle
4498_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_90;90;Angle
4499_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_0;0;Angle
4500_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Начальная;4;A_0;0;Angle
4501_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Плоская;4;A_0;0;Angle
4502_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4503_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_60;60;Angle
4504_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_90;90;Angle
4505_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4506_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_0;0;Angle
4507_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4508_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_90;90;Angle
4509_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;4;A_60;60;Angle
4510_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;3;A_90;90;Angle
4511_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;5;A_60;60;Angle
4512_2022;Гага обыкновенная;13.06.2022;Северный архипелаг;Головинка;7;A_90;90;Angle
4513_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_30;30;Angle
4514_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4515_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_0;0;Angle
4516_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4517_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_0;0;Angle
4518_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4519_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_30;30;Angle
4520_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_60;60;Angle
4521_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_60;60;Angle
4522_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_90;90;Angle
4523_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_0;0;Angle
4524_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4525_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_0;0;Angle
4526_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;7;A_0;0;Angle
4527_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_0;0;Angle
4528_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_90;90;Angle
4529_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;6;A_60;60;Angle
4530_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4531_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4532_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4533_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;5;A_90;90;Angle
4534_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;4;A_90;90;Angle
4535_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4536_2022;Гага обыкновенная;14.06.2022;Северный архипелаг;Восточная;3;A_0;0;Angle
4537_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4538_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4539_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4540_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_0;0;Angle
4541_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_0;0;Angle
4542_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;4;A_90;90;Angle
4543_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;3;A_0;0;Angle
4544_2022;Гага обыкновенная;19.06.2022;Северный архипелаг;Сеннуха Большая;6;A_90;90;Angle
