"Year","Station","Taxa","Value","Type"
2003,"St7","Polydora_quadrilobata",910,"N"
2003,"St8","Polydora_quadrilobata",1390,"N"
2003,"St9","Polydora_quadrilobata",1700,"N"
2003,"St10","Polydora_quadrilobata",320,"N"
2003,"St11","Polydora_quadrilobata",880,"N"
2003,"St12","Polydora_quadrilobata",1000,"N"
2003,"St13","Polydora_quadrilobata",1000,"N"
2003,"St14","Polydora_quadrilobata",430,"N"
2003,"St15","Polydora_quadrilobata",380,"N"
2003,"St16","Polydora_quadrilobata",1800,"N"
2003,"St17","Polydora_quadrilobata",1050,"N"
2003,"St18","Polydora_quadrilobata",1930,"N"
2003,"St19","Polydora_quadrilobata",910,"N"
2003,"St20","Polydora_quadrilobata",470,"N"
2004,"St1","Polydora_quadrilobata",380,"N"
2004,"St2","Polydora_quadrilobata",420,"N"
2004,"St3","Polydora_quadrilobata",1170,"N"
2004,"St4","Polydora_quadrilobata",840,"N"
2004,"St5","Polydora_quadrilobata",240,"N"
2004,"St7","Polydora_quadrilobata",250,"N"
2004,"St8","Polydora_quadrilobata",2450,"N"
2004,"St9","Polydora_quadrilobata",60,"N"
2004,"St10","Polydora_quadrilobata",270,"N"
2004,"St11","Polydora_quadrilobata",800,"N"
2004,"St13","Polydora_quadrilobata",150,"N"
2004,"St14","Polydora_quadrilobata",1140,"N"
2004,"St15","Polydora_quadrilobata",560,"N"
2004,"St16","Polydora_quadrilobata",320,"N"
2004,"St17","Polydora_quadrilobata",970,"N"
2004,"St18","Polydora_quadrilobata",950,"N"
2004,"St19","Polydora_quadrilobata",10,"N"
2004,"St20","Polydora_quadrilobata",370,"N"
2005,"St3","Polydora_quadrilobata",410,"N"
2005,"St4","Polydora_quadrilobata",1660,"N"
2005,"St6","Polydora_quadrilobata",1220,"N"
2005,"St7","Polydora_quadrilobata",1990,"N"
2005,"St8","Polydora_quadrilobata",590,"N"
2005,"St10","Polydora_quadrilobata",1100,"N"
2005,"St11","Polydora_quadrilobata",850,"N"
2005,"St13","Polydora_quadrilobata",760,"N"
2005,"St14","Polydora_quadrilobata",2850,"N"
2005,"St15","Polydora_quadrilobata",10,"N"
2005,"St17","Polydora_quadrilobata",1470,"N"
2006,"St1","Polydora_quadrilobata",257.76,"N"
2006,"St2","Polydora_quadrilobata",930,"N"
2006,"St3","Polydora_quadrilobata",100,"N"
2006,"St4","Polydora_quadrilobata",1230,"N"
2006,"St5","Polydora_quadrilobata",320,"N"
2006,"St6","Polydora_quadrilobata",120,"N"
2006,"St7","Polydora_quadrilobata",1100,"N"
2006,"St8","Polydora_quadrilobata",60,"N"
2006,"St11","Polydora_quadrilobata",580,"N"
2006,"St13","Polydora_quadrilobata",658.3,"N"
2006,"St14","Polydora_quadrilobata",220,"N"
2006,"St15","Polydora_quadrilobata",403.2,"N"
2006,"St16","Polydora_quadrilobata",282,"N"
2006,"St17","Polydora_quadrilobata",470,"N"
2006,"St18","Polydora_quadrilobata",670,"N"
2006,"St19","Polydora_quadrilobata",158.1052632,"N"
2006,"St20","Polydora_quadrilobata",283.4,"N"
2007,"St2","Polydora_quadrilobata",220,"N"
2007,"St3","Polydora_quadrilobata",830,"N"
2007,"St4","Polydora_quadrilobata",2330,"N"
2007,"St6","Polydora_quadrilobata",2879.454545,"N"
2007,"St7","Polydora_quadrilobata",881.3333333,"N"
2007,"St8","Polydora_quadrilobata",1211.559633,"N"
2007,"St9","Polydora_quadrilobata",166.2003454,"N"
2007,"St10","Polydora_quadrilobata",160,"N"
2007,"St11","Polydora_quadrilobata",1240,"N"
2007,"St13","Polydora_quadrilobata",3120,"N"
2007,"St14","Polydora_quadrilobata",1321.263158,"N"
2007,"St16","Polydora_quadrilobata",1335.384615,"N"
2007,"St17","Polydora_quadrilobata",2357.619048,"N"
2007,"St18","Polydora_quadrilobata",1816.758242,"N"
1988,"St7","Praxillella_praetermissa",10,"N"
1992,"St10","Praxillella_praetermissa",10,"N"
1994,"St1","Praxillella_praetermissa",10,"N"
1994,"St2","Praxillella_praetermissa",10,"N"
1994,"St3","Praxillella_praetermissa",10,"N"
1994,"St7","Praxillella_praetermissa",10,"N"
1994,"St8","Praxillella_praetermissa",10,"N"
1995,"St3","Praxillella_praetermissa",10,"N"
1995,"St6","Praxillella_praetermissa",10,"N"
1995,"St7","Praxillella_praetermissa",10,"N"
1995,"St8","Praxillella_praetermissa",20,"N"
1996,"St2","Praxillella_praetermissa",20,"N"
1996,"St3","Praxillella_praetermissa",10,"N"
1997,"St2","Praxillella_praetermissa",10,"N"
1997,"St3","Praxillella_praetermissa",10,"N"
1997,"St4","Praxillella_praetermissa",20,"N"
1997,"St6","Praxillella_praetermissa",20,"N"
1997,"St7","Praxillella_praetermissa",40,"N"
1997,"St8","Praxillella_praetermissa",10,"N"
1997,"St10","Praxillella_praetermissa",10,"N"
1997,"St11","Praxillella_praetermissa",10,"N"
1997,"St17","Praxillella_praetermissa",10,"N"
1998,"St2","Praxillella_praetermissa",50,"N"
1998,"St3","Praxillella_praetermissa",10,"N"
1998,"St4","Praxillella_praetermissa",10,"N"
1998,"St6","Praxillella_praetermissa",20,"N"
1998,"St7","Praxillella_praetermissa",20,"N"
1998,"St8","Praxillella_praetermissa",10,"N"
1998,"St10","Praxillella_praetermissa",10,"N"
1998,"St11","Praxillella_praetermissa",10,"N"
1998,"St12","Praxillella_praetermissa",10,"N"
1998,"St14","Praxillella_praetermissa",10,"N"
1998,"St18","Praxillella_praetermissa",10,"N"
1999,"St2","Praxillella_praetermissa",20,"N"
1999,"St4","Praxillella_praetermissa",10,"N"
1999,"St7","Praxillella_praetermissa",20,"N"
1999,"St10","Praxillella_praetermissa",10,"N"
1999,"St11","Praxillella_praetermissa",20,"N"
2000,"St2","Praxillella_praetermissa",20,"N"
2000,"St3","Praxillella_praetermissa",20,"N"
2000,"St4","Praxillella_praetermissa",20,"N"
2000,"St6","Praxillella_praetermissa",10,"N"
2000,"St7","Praxillella_praetermissa",10,"N"
2000,"St8","Praxillella_praetermissa",30,"N"
2000,"St10","Praxillella_praetermissa",10,"N"
2000,"St11","Praxillella_praetermissa",20,"N"
2000,"St14","Praxillella_praetermissa",10,"N"
2000,"St15","Praxillella_praetermissa",10,"N"
2000,"St16","Praxillella_praetermissa",10,"N"
2001,"St2","Praxillella_praetermissa",20,"N"
2001,"St4","Praxillella_praetermissa",70,"N"
2001,"St6","Praxillella_praetermissa",10,"N"
2001,"St7","Praxillella_praetermissa",40,"N"
2001,"St8","Praxillella_praetermissa",10,"N"
2001,"St10","Praxillella_praetermissa",10,"N"
2001,"St11","Praxillella_praetermissa",20,"N"
2001,"St14","Praxillella_praetermissa",10,"N"
2002,"St2","Praxillella_praetermissa",70,"N"
2002,"St3","Praxillella_praetermissa",100,"N"
2002,"St4","Praxillella_praetermissa",60,"N"
2002,"St6","Praxillella_praetermissa",30,"N"
2002,"St7","Praxillella_praetermissa",150,"N"
2002,"St8","Praxillella_praetermissa",20,"N"
2002,"St9","Praxillella_praetermissa",10,"N"
2002,"St11","Praxillella_praetermissa",50,"N"
2003,"St2","Praxillella_praetermissa",40,"N"
2003,"St3","Praxillella_praetermissa",80,"N"
2003,"St4","Praxillella_praetermissa",110,"N"
2003,"St6","Praxillella_praetermissa",20,"N"
2003,"St7","Praxillella_praetermissa",70,"N"
2003,"St8","Praxillella_praetermissa",140,"N"
2003,"St10","Praxillella_praetermissa",30,"N"
2003,"St11","Praxillella_praetermissa",160,"N"
2003,"St14","Praxillella_praetermissa",10,"N"
2004,"St1","Praxillella_praetermissa",10,"N"
2004,"St2","Praxillella_praetermissa",170,"N"
2004,"St3","Praxillella_praetermissa",200,"N"
2004,"St4","Praxillella_praetermissa",40,"N"
2004,"St6","Praxillella_praetermissa",90,"N"
2004,"St7","Praxillella_praetermissa",120,"N"
2004,"St8","Praxillella_praetermissa",100,"N"
2004,"St10","Praxillella_praetermissa",110,"N"
2004,"St11","Praxillella_praetermissa",110,"N"
2004,"St17","Praxillella_praetermissa",20,"N"
2005,"St3","Praxillella_praetermissa",130,"N"
2005,"St4","Praxillella_praetermissa",100,"N"
2005,"St6","Praxillella_praetermissa",80,"N"
2005,"St7","Praxillella_praetermissa",100,"N"
2005,"St8","Praxillella_praetermissa",50,"N"
2005,"St10","Praxillella_praetermissa",140,"N"
2005,"St11","Praxillella_praetermissa",150,"N"
2005,"St14","Praxillella_praetermissa",10,"N"
2006,"St2","Praxillella_praetermissa",240,"N"
2006,"St3","Praxillella_praetermissa",130,"N"
2006,"St6","Praxillella_praetermissa",50,"N"
2006,"St7","Praxillella_praetermissa",90,"N"
2006,"St8","Praxillella_praetermissa",40,"N"
2006,"St10","Praxillella_praetermissa",10,"N"
2006,"St11","Praxillella_praetermissa",140,"N"
2006,"St14","Praxillella_praetermissa",10,"N"
2007,"St2","Praxillella_praetermissa",80,"N"
2007,"St3","Praxillella_praetermissa",60,"N"
2007,"St4","Praxillella_praetermissa",160,"N"
2007,"St6","Praxillella_praetermissa",73.27272727,"N"
2007,"St7","Praxillella_praetermissa",211.3333333,"N"
2007,"St8","Praxillella_praetermissa",70,"N"
2007,"St10","Praxillella_praetermissa",30,"N"
2007,"St11","Praxillella_praetermissa",160,"N"
2007,"St13","Praxillella_praetermissa",50,"N"
1996,"St3","Prionospio_cirrifera",20,"N"
1996,"St4","Prionospio_cirrifera",30,"N"
1996,"St11","Prionospio_cirrifera",10,"N"
1997,"St6","Prionospio_cirrifera",30,"N"
2002,"St5","Prionospio_cirrifera",10,"N"
2002,"St19","Prionospio_cirrifera",10,"N"
2003,"St10","Prionospio_cirrifera",10,"N"
2006,"St14","Prionospio_cirrifera",10,"N"
1992,"St2","Pygospio_elegans",20,"N"
1992,"St4","Pygospio_elegans",10,"N"
1992,"St6","Pygospio_elegans",20,"N"
1992,"St8","Pygospio_elegans",30,"N"
1992,"St12","Pygospio_elegans",80,"N"
1992,"St13","Pygospio_elegans",10,"N"
1992,"St14","Pygospio_elegans",10,"N"
1992,"St17","Pygospio_elegans",60,"N"
1993,"St3","Pygospio_elegans",40,"N"
1993,"St4","Pygospio_elegans",90,"N"
1993,"St6","Pygospio_elegans",50,"N"
1993,"St7","Pygospio_elegans",20,"N"
1993,"St8","Pygospio_elegans",60,"N"
1993,"St10","Pygospio_elegans",20,"N"
1993,"St11","Pygospio_elegans",30,"N"
1993,"St13","Pygospio_elegans",60,"N"
1993,"St14","Pygospio_elegans",470,"N"
1993,"St16","Pygospio_elegans",30,"N"
1993,"St17","Pygospio_elegans",110,"N"
1994,"St1","Pygospio_elegans",30,"N"
1994,"St2","Pygospio_elegans",120,"N"
1994,"St5","Pygospio_elegans",90,"N"
1994,"St6","Pygospio_elegans",110,"N"
1994,"St7","Pygospio_elegans",200,"N"
1994,"St8","Pygospio_elegans",20,"N"
1994,"St9","Pygospio_elegans",40,"N"
1994,"St10","Pygospio_elegans",210,"N"
1994,"St11","Pygospio_elegans",90,"N"
1994,"St12","Pygospio_elegans",10,"N"
1994,"St13","Pygospio_elegans",60,"N"
1994,"St14","Pygospio_elegans",990,"N"
1994,"St16","Pygospio_elegans",40,"N"
1994,"St17","Pygospio_elegans",50,"N"
1994,"St18","Pygospio_elegans",30,"N"
1994,"St19","Pygospio_elegans",40,"N"
1994,"St20","Pygospio_elegans",10,"N"
1995,"St2","Pygospio_elegans",170,"N"
1995,"St3","Pygospio_elegans",320,"N"
1995,"St4","Pygospio_elegans",20,"N"
1995,"St6","Pygospio_elegans",650,"N"
1995,"St7","Pygospio_elegans",350,"N"
1995,"St8","Pygospio_elegans",460,"N"
1995,"St9","Pygospio_elegans",10,"N"
1995,"St10","Pygospio_elegans",750,"N"
1995,"St11","Pygospio_elegans",460,"N"
1995,"St13","Pygospio_elegans",160,"N"
1995,"St14","Pygospio_elegans",230,"N"
1995,"St16","Pygospio_elegans",80,"N"
1995,"St17","Pygospio_elegans",1040,"N"
1995,"St20","Pygospio_elegans",10,"N"
1996,"St2","Pygospio_elegans",700,"N"
1996,"St3","Pygospio_elegans",160,"N"
1996,"St4","Pygospio_elegans",280,"N"
1996,"St5","Pygospio_elegans",20,"N"
1996,"St6","Pygospio_elegans",80,"N"
1996,"St7","Pygospio_elegans",840,"N"
1996,"St8","Pygospio_elegans",20,"N"
1996,"St9","Pygospio_elegans",70,"N"
1996,"St10","Pygospio_elegans",170,"N"
1996,"St11","Pygospio_elegans",210,"N"
1996,"St12","Pygospio_elegans",40,"N"
1996,"St13","Pygospio_elegans",220,"N"
1996,"St14","Pygospio_elegans",330,"N"
1996,"St16","Pygospio_elegans",10,"N"
1996,"St17","Pygospio_elegans",270,"N"
1996,"St18","Pygospio_elegans",30,"N"
1997,"St2","Pygospio_elegans",110,"N"
1997,"St3","Pygospio_elegans",10,"N"
1997,"St4","Pygospio_elegans",30,"N"
1997,"St5","Pygospio_elegans",10,"N"
1997,"St6","Pygospio_elegans",1200,"N"
1997,"St7","Pygospio_elegans",290,"N"
1997,"St8","Pygospio_elegans",50,"N"
1997,"St9","Pygospio_elegans",20,"N"
1997,"St10","Pygospio_elegans",1120,"N"
1997,"St11","Pygospio_elegans",240,"N"
1997,"St13","Pygospio_elegans",130,"N"
1997,"St14","Pygospio_elegans",340,"N"
1997,"St15","Pygospio_elegans",30,"N"
1997,"St16","Pygospio_elegans",10,"N"
1997,"St17","Pygospio_elegans",380,"N"
1997,"St18","Pygospio_elegans",10,"N"
1997,"St19","Pygospio_elegans",10,"N"
1998,"St2","Pygospio_elegans",170,"N"
1998,"St3","Pygospio_elegans",90,"N"
1998,"St4","Pygospio_elegans",10,"N"
1998,"St6","Pygospio_elegans",10,"N"
1998,"St7","Pygospio_elegans",10,"N"
1998,"St8","Pygospio_elegans",10,"N"
1998,"St10","Pygospio_elegans",20,"N"
1998,"St12","Pygospio_elegans",70,"N"
1998,"St13","Pygospio_elegans",350,"N"
1998,"St14","Pygospio_elegans",240,"N"
1998,"St15","Pygospio_elegans",10,"N"
1998,"St17","Pygospio_elegans",20,"N"
1998,"St18","Pygospio_elegans",190,"N"
1998,"St19","Pygospio_elegans",10,"N"
1999,"St1","Pygospio_elegans",10,"N"
1999,"St2","Pygospio_elegans",540,"N"
1999,"St8","Pygospio_elegans",170,"N"
1999,"St9","Pygospio_elegans",20,"N"
1999,"St10","Pygospio_elegans",140,"N"
1999,"St11","Pygospio_elegans",110,"N"
1999,"St13","Pygospio_elegans",10,"N"
1999,"St15","Pygospio_elegans",30,"N"
2000,"St2","Pygospio_elegans",20,"N"
2000,"St3","Pygospio_elegans",100,"N"
2000,"St4","Pygospio_elegans",60,"N"
2000,"St6","Pygospio_elegans",110,"N"
2000,"St7","Pygospio_elegans",110,"N"
2000,"St8","Pygospio_elegans",60,"N"
2000,"St13","Pygospio_elegans",30,"N"
2000,"St15","Pygospio_elegans",10,"N"
2000,"St18","Pygospio_elegans",20,"N"
2001,"St2","Pygospio_elegans",10,"N"
2001,"St9","Pygospio_elegans",10,"N"
2001,"St10","Pygospio_elegans",20,"N"
2001,"St12","Pygospio_elegans",20,"N"
2001,"St16","Pygospio_elegans",10,"N"
2002,"St2","Pygospio_elegans",40,"N"
2002,"St3","Pygospio_elegans",40,"N"
2002,"St4","Pygospio_elegans",10,"N"
2002,"St6","Pygospio_elegans",100,"N"
2002,"St7","Pygospio_elegans",10,"N"
2002,"St8","Pygospio_elegans",10,"N"
2002,"St9","Pygospio_elegans",60,"N"
2002,"St10","Pygospio_elegans",50,"N"
2002,"St11","Pygospio_elegans",40,"N"
2002,"St12","Pygospio_elegans",10,"N"
2002,"St17","Pygospio_elegans",40,"N"
2002,"St18","Pygospio_elegans",20,"N"
2003,"St2","Pygospio_elegans",60,"N"
2003,"St5","Pygospio_elegans",10,"N"
2003,"St6","Pygospio_elegans",30,"N"
2003,"St7","Pygospio_elegans",10,"N"
2003,"St8","Pygospio_elegans",170,"N"
2003,"St10","Pygospio_elegans",220,"N"
2003,"St11","Pygospio_elegans",30,"N"
2003,"St14","Pygospio_elegans",10,"N"
2003,"St16","Pygospio_elegans",10,"N"
2003,"St17","Pygospio_elegans",10,"N"
2003,"St18","Pygospio_elegans",10,"N"
2004,"St3","Pygospio_elegans",10,"N"
2004,"St7","Pygospio_elegans",10,"N"
2004,"St8","Pygospio_elegans",30,"N"
2004,"St11","Pygospio_elegans",20,"N"
2005,"St6","Pygospio_elegans",100,"N"
2005,"St14","Pygospio_elegans",20,"N"
2006,"St8","Pygospio_elegans",10,"N"
2007,"St6","Pygospio_elegans",43.27272727,"N"
2007,"St13","Pygospio_elegans",20,"N"
1987,"St14","Scalibregma_inflatum",10,"N"
1987,"St17","Scalibregma_inflatum",10,"N"
1987,"St19","Scalibregma_inflatum",10,"N"
1988,"St2","Scalibregma_inflatum",10,"N"
1988,"St8","Scalibregma_inflatum",10,"N"
1988,"St10","Scalibregma_inflatum",20,"N"
1988,"St14","Scalibregma_inflatum",10,"N"
1988,"St15","Scalibregma_inflatum",10,"N"
1988,"St16","Scalibregma_inflatum",20,"N"
1989,"St13","Scalibregma_inflatum",20,"N"
1991,"St11","Scalibregma_inflatum",10,"N"
1991,"St12","Scalibregma_inflatum",20,"N"
1991,"St16","Scalibregma_inflatum",10,"N"
1992,"St2","Scalibregma_inflatum",10,"N"
1992,"St17","Scalibregma_inflatum",10,"N"
1993,"St1","Scalibregma_inflatum",10,"N"
1993,"St3","Scalibregma_inflatum",10,"N"
1993,"St4","Scalibregma_inflatum",10,"N"
1993,"St15","Scalibregma_inflatum",10,"N"
1993,"St16","Scalibregma_inflatum",10,"N"
1993,"St19","Scalibregma_inflatum",40,"N"
1993,"St20","Scalibregma_inflatum",10,"N"
1994,"St1","Scalibregma_inflatum",20,"N"
1994,"St3","Scalibregma_inflatum",10,"N"
1994,"St5","Scalibregma_inflatum",10,"N"
1994,"St6","Scalibregma_inflatum",10,"N"
1994,"St9","Scalibregma_inflatum",20,"N"
1994,"St12","Scalibregma_inflatum",10,"N"
1994,"St14","Scalibregma_inflatum",20,"N"
1995,"St9","Scalibregma_inflatum",10,"N"
1995,"St11","Scalibregma_inflatum",10,"N"
1995,"St14","Scalibregma_inflatum",10,"N"
1996,"St4","Scalibregma_inflatum",10,"N"
1997,"St4","Scalibregma_inflatum",10,"N"
1998,"St12","Scalibregma_inflatum",10,"N"
1998,"St13","Scalibregma_inflatum",20,"N"
2001,"St2","Scalibregma_inflatum",10,"N"
2001,"St3","Scalibregma_inflatum",10,"N"
2001,"St4","Scalibregma_inflatum",30,"N"
2001,"St10","Scalibregma_inflatum",10,"N"
2001,"St13","Scalibregma_inflatum",10,"N"
2001,"St17","Scalibregma_inflatum",10,"N"
2001,"St18","Scalibregma_inflatum",10,"N"
2002,"St17","Scalibregma_inflatum",10,"N"
2005,"St3","Scalibregma_inflatum",20,"N"
2005,"St7","Scalibregma_inflatum",20,"N"
2005,"St10","Scalibregma_inflatum",10,"N"
2006,"St3","Scalibregma_inflatum",10,"N"
2006,"St7","Scalibregma_inflatum",10,"N"
2007,"St2","Scalibregma_inflatum",10,"N"
2007,"St7","Scalibregma_inflatum",37.33333333,"N"
1987,"St1","Scoloplos_armiger",1850,"N"
1987,"St2","Scoloplos_armiger",530,"N"
1987,"St3","Scoloplos_armiger",610,"N"
1987,"St4","Scoloplos_armiger",620,"N"
1987,"St5","Scoloplos_armiger",1070,"N"
1987,"St6","Scoloplos_armiger",1060,"N"
1987,"St7","Scoloplos_armiger",1250,"N"
1987,"St8","Scoloplos_armiger",1040,"N"
1987,"St9","Scoloplos_armiger",1880,"N"
1987,"St10","Scoloplos_armiger",1930,"N"
1987,"St11","Scoloplos_armiger",1460,"N"
1987,"St12","Scoloplos_armiger",850,"N"
1987,"St13","Scoloplos_armiger",1130,"N"
1987,"St14","Scoloplos_armiger",1070,"N"
1987,"St15","Scoloplos_armiger",1790,"N"
1987,"St16","Scoloplos_armiger",1750,"N"
1987,"St17","Scoloplos_armiger",1550,"N"
1987,"St18","Scoloplos_armiger",1640,"N"
1987,"St19","Scoloplos_armiger",450,"N"
1987,"St20","Scoloplos_armiger",600,"N"
1988,"St1","Scoloplos_armiger",850,"N"
1988,"St2","Scoloplos_armiger",470,"N"
1988,"St3","Scoloplos_armiger",610,"N"
1988,"St4","Scoloplos_armiger",660,"N"
1988,"St5","Scoloplos_armiger",1240,"N"
1988,"St6","Scoloplos_armiger",630,"N"
1988,"St7","Scoloplos_armiger",610,"N"
1988,"St8","Scoloplos_armiger",820,"N"
1988,"St9","Scoloplos_armiger",560,"N"
1988,"St10","Scoloplos_armiger",800,"N"
1988,"St11","Scoloplos_armiger",1000,"N"
1988,"St13","Scoloplos_armiger",740,"N"
1988,"St14","Scoloplos_armiger",830,"N"
1988,"St15","Scoloplos_armiger",1350,"N"
1988,"St16","Scoloplos_armiger",810,"N"
1988,"St17","Scoloplos_armiger",2220,"N"
1988,"St18","Scoloplos_armiger",1290,"N"
1988,"St19","Scoloplos_armiger",380,"N"
1988,"St20","Scoloplos_armiger",130,"N"
1989,"St1","Scoloplos_armiger",250,"N"
1989,"St2","Scoloplos_armiger",70,"N"
1989,"St3","Scoloplos_armiger",100,"N"
1989,"St4","Scoloplos_armiger",280,"N"
1989,"St5","Scoloplos_armiger",270,"N"
1989,"St6","Scoloplos_armiger",150,"N"
1989,"St7","Scoloplos_armiger",100,"N"
1989,"St8","Scoloplos_armiger",180,"N"
1989,"St9","Scoloplos_armiger",440,"N"
1989,"St10","Scoloplos_armiger",160,"N"
1989,"St11","Scoloplos_armiger",210,"N"
1989,"St12","Scoloplos_armiger",1310,"N"
1989,"St13","Scoloplos_armiger",880,"N"
1989,"St14","Scoloplos_armiger",50,"N"
1989,"St15","Scoloplos_armiger",220,"N"
1989,"St16","Scoloplos_armiger",250,"N"
1989,"St17","Scoloplos_armiger",350,"N"
1989,"St18","Scoloplos_armiger",60,"N"
1989,"St19","Scoloplos_armiger",360,"N"
1989,"St20","Scoloplos_armiger",170,"N"
1990,"St1","Scoloplos_armiger",1210,"N"
1990,"St2","Scoloplos_armiger",420,"N"
1990,"St3","Scoloplos_armiger",300,"N"
1990,"St4","Scoloplos_armiger",420,"N"
1990,"St5","Scoloplos_armiger",40,"N"
1990,"St6","Scoloplos_armiger",590,"N"
1990,"St7","Scoloplos_armiger",400,"N"
1990,"St8","Scoloplos_armiger",380,"N"
1990,"St9","Scoloplos_armiger",1560,"N"
1990,"St10","Scoloplos_armiger",470,"N"
1990,"St11","Scoloplos_armiger",470,"N"
1990,"St12","Scoloplos_armiger",30,"N"
1990,"St13","Scoloplos_armiger",1330,"N"
1990,"St14","Scoloplos_armiger",1350,"N"
1990,"St15","Scoloplos_armiger",100,"N"
1990,"St16","Scoloplos_armiger",510,"N"
1990,"St17","Scoloplos_armiger",470,"N"
1990,"St18","Scoloplos_armiger",1050,"N"
1990,"St20","Scoloplos_armiger",140,"N"
1991,"St1","Scoloplos_armiger",20,"N"
1991,"St2","Scoloplos_armiger",60,"N"
1991,"St3","Scoloplos_armiger",70,"N"
1991,"St4","Scoloplos_armiger",530,"N"
1991,"St5","Scoloplos_armiger",970,"N"
1991,"St6","Scoloplos_armiger",200,"N"
1991,"St7","Scoloplos_armiger",270,"N"
1991,"St8","Scoloplos_armiger",530,"N"
1991,"St9","Scoloplos_armiger",570,"N"
1991,"St10","Scoloplos_armiger",180,"N"
1991,"St11","Scoloplos_armiger",10,"N"
1991,"St12","Scoloplos_armiger",40,"N"
1991,"St13","Scoloplos_armiger",1300,"N"
1991,"St14","Scoloplos_armiger",50,"N"
1991,"St15","Scoloplos_armiger",20,"N"
1991,"St16","Scoloplos_armiger",1150,"N"
1991,"St17","Scoloplos_armiger",1240,"N"
1991,"St18","Scoloplos_armiger",350,"N"
1991,"St19","Scoloplos_armiger",20,"N"
1991,"St20","Scoloplos_armiger",200,"N"
1992,"St2","Scoloplos_armiger",220,"N"
1992,"St3","Scoloplos_armiger",100,"N"
1992,"St4","Scoloplos_armiger",290,"N"
1992,"St5","Scoloplos_armiger",20,"N"
1992,"St6","Scoloplos_armiger",440,"N"
1992,"St7","Scoloplos_armiger",310,"N"
1992,"St8","Scoloplos_armiger",530,"N"
1992,"St9","Scoloplos_armiger",230,"N"
1992,"St10","Scoloplos_armiger",400,"N"
1992,"St11","Scoloplos_armiger",250,"N"
1992,"St13","Scoloplos_armiger",950,"N"
1992,"St14","Scoloplos_armiger",640,"N"
1992,"St15","Scoloplos_armiger",10,"N"
1992,"St16","Scoloplos_armiger",980,"N"
1992,"St17","Scoloplos_armiger",510,"N"
1992,"St18","Scoloplos_armiger",440,"N"
1992,"St19","Scoloplos_armiger",10,"N"
1992,"St20","Scoloplos_armiger",710,"N"
1993,"St1","Scoloplos_armiger",460,"N"
1993,"St2","Scoloplos_armiger",220,"N"
1993,"St3","Scoloplos_armiger",340,"N"
1993,"St4","Scoloplos_armiger",290,"N"
1993,"St6","Scoloplos_armiger",590,"N"
1993,"St7","Scoloplos_armiger",480,"N"
1993,"St8","Scoloplos_armiger",690,"N"
1993,"St9","Scoloplos_armiger",360,"N"
1993,"St10","Scoloplos_armiger",670,"N"
1993,"St11","Scoloplos_armiger",290,"N"
1993,"St12","Scoloplos_armiger",10,"N"
1993,"St13","Scoloplos_armiger",970,"N"
1993,"St14","Scoloplos_armiger",900,"N"
1993,"St15","Scoloplos_armiger",300,"N"
1993,"St16","Scoloplos_armiger",850,"N"
1993,"St17","Scoloplos_armiger",1620,"N"
1993,"St18","Scoloplos_armiger",750,"N"
1993,"St19","Scoloplos_armiger",110,"N"
1993,"St20","Scoloplos_armiger",670,"N"
1994,"St1","Scoloplos_armiger",900,"N"
1994,"St2","Scoloplos_armiger",350,"N"
1994,"St3","Scoloplos_armiger",230,"N"
1994,"St4","Scoloplos_armiger",40,"N"
1994,"St5","Scoloplos_armiger",1310,"N"
1994,"St6","Scoloplos_armiger",710,"N"
1994,"St7","Scoloplos_armiger",350,"N"
1994,"St8","Scoloplos_armiger",270,"N"
1994,"St9","Scoloplos_armiger",690,"N"
1994,"St10","Scoloplos_armiger",540,"N"
1994,"St11","Scoloplos_armiger",260,"N"
1994,"St12","Scoloplos_armiger",390,"N"
1994,"St13","Scoloplos_armiger",880,"N"
1994,"St14","Scoloplos_armiger",890,"N"
1994,"St15","Scoloplos_armiger",10,"N"
1994,"St16","Scoloplos_armiger",650,"N"
1994,"St17","Scoloplos_armiger",780,"N"
1994,"St18","Scoloplos_armiger",230,"N"
1994,"St19","Scoloplos_armiger",1380,"N"
1994,"St20","Scoloplos_armiger",850,"N"
1995,"St1","Scoloplos_armiger",2340,"N"
1995,"St2","Scoloplos_armiger",380,"N"
1995,"St3","Scoloplos_armiger",280,"N"
1995,"St4","Scoloplos_armiger",330,"N"
1995,"St5","Scoloplos_armiger",780,"N"
1995,"St6","Scoloplos_armiger",710,"N"
1995,"St7","Scoloplos_armiger",190,"N"
1995,"St8","Scoloplos_armiger",530,"N"
1995,"St9","Scoloplos_armiger",530,"N"
1995,"St10","Scoloplos_armiger",550,"N"
1995,"St11","Scoloplos_armiger",420,"N"
1995,"St12","Scoloplos_armiger",250,"N"
1995,"St13","Scoloplos_armiger",1420,"N"
1995,"St14","Scoloplos_armiger",690,"N"
1995,"St16","Scoloplos_armiger",470,"N"
1995,"St17","Scoloplos_armiger",820,"N"
1995,"St18","Scoloplos_armiger",490,"N"
1995,"St19","Scoloplos_armiger",160,"N"
1995,"St20","Scoloplos_armiger",790,"N"
1996,"St1","Scoloplos_armiger",610,"N"
1996,"St2","Scoloplos_armiger",360,"N"
1996,"St3","Scoloplos_armiger",490,"N"
1996,"St4","Scoloplos_armiger",960,"N"
1996,"St5","Scoloplos_armiger",600,"N"
1996,"St6","Scoloplos_armiger",650,"N"
