Site;Shore;Sample;Position;Lat;Lon;N_T;N_E
Gridexp;Karel;Gridexp6;Bottom;65.92436667;34.6642;0;10
Nilmexp;Karel;Nilmexp1;Algae;66.50665;33.13013333;18;18
Nilmexp;Karel;Nilmexp2;Bottom;66.50665;33.13013333;3;34
Nilmexp;Karel;Nilmexp3;Algae;66.50665;33.13013333;15;13
Nilmexp;Karel;Nilmexp4;Bottom;66.50665;33.13013333;8;16
Nilmexp;Karel;Nilmexp5;Algae;66.50665;33.13013333;38;20
Nilmexp;Karel;Nilmexp6;Bottom;66.50665;33.13013333;6;32
Nilmshel;Karel;Nilmshel1;Algae;66.50565;33.1309;3;5
Nilmshel;Karel;Nilmshel2;Bottom;66.50565;33.1309;0;18
Nilmshel;Karel;Nilmshel3;Algae;66.50565;33.1309;2;11
Nilmshel;Karel;Nilmshel4;Bottom;66.50565;33.1309;2;13
Nilmshel;Karel;Nilmshel5;Algae;66.50565;33.1309;0;17
Nilmshel;Karel;Nilmshel6;Bottom;66.50565;33.1309;1;13
Cher1;Karel;Cher1_1;Algae;66.51925;32.97918333;32;28
Cher1;Karel;Cher1_2;Bottom;66.51925;32.97918333;32;24
Cher1;Karel;Cher1_3;Algae;66.51925;32.97918333;8;34
Cher1;Karel;Cher1_4;Bottom;66.51925;32.97918333;2;26
Cher1;Karel;Cher1_5;Algae;66.51925;32.97918333;8;29
Cher1;Karel;Cher1_6;Bottom;66.51925;32.97918333;1;51
Cher2;Karel;Cher2_1;Algae;66.51865;32.972;15;26
Cher2;Karel;Cher2_2;Bottom;66.51865;32.972;7;80
Cher2;Karel;Cher2_3;Algae;66.51865;32.972;25;53
Cher2;Karel;Cher2_4;Bottom;66.51865;32.972;4;24
Cher2;Karel;Cher2_5;Algae;66.51865;32.972;36;48
Cher2;Karel;Cher2_6;Bottom;66.51865;32.972;3;128
Cher3;Karel;Cher3_1;Algae;66.52898333;32.97556667;5;16
Cher3;Karel;Cher3_2;Bottom;66.52898333;32.97556667;0;14
Cher3;Karel;Cher3_3;Algae;66.52898333;32.97556667;17;12
Cher3;Karel;Cher3_4;Bottom;66.52898333;32.97556667;0;22
Cher3;Karel;Cher3_5;Algae;66.52898333;32.97556667;6;7
Cher3;Karel;Cher3_6;Bottom;66.52898333;32.97556667;0;10
Cher4;Karel;Cher4_1;Algae;66.52566667;32.98186667;17;56
Cher4;Karel;Cher4_2;Bottom;66.52566667;32.98186667;0;12
Cher4;Karel;Cher4_3;Algae;66.52566667;32.98186667;3;17
Cher4;Karel;Cher4_4;Bottom;66.52566667;32.98186667;0;29
Cher4;Karel;Cher4_5;Algae;66.52566667;32.98186667;12;20
Cher4;Karel;Cher4_6;Bottom;66.52566667;32.98186667;0;16
Pul1;Karel;Pul1_1;Algae;66.30228333;33.27666667;5;9
Pul1;Karel;Pul1_2;Bottom;66.30228333;33.27666667;1;12
Pul1;Karel;Pul1_3;Algae;66.30228333;33.27666667;1;19
Pul1;Karel;Pul1_4;Bottom;66.30228333;33.27666667;0;14
Pul1;Karel;Pul1_5;Algae;66.30228333;33.27666667;3;16
Pul1;Karel;Pul1_6;Bottom;66.30228333;33.27666667;1;12
Pul2;Karel;Pul2_1;Algae;66.28273333;33.23641667;1;10
Pul2;Karel;Pul2_2;Bottom;66.28273333;33.23641667;2;59
Pul2;Karel;Pul2_3;Algae;66.28273333;33.23641667;0;13
Pul2;Karel;Pul2_4;Bottom;66.28273333;33.23641667;1;6
Pul2;Karel;Pul2_5;Algae;66.28273333;33.23641667;3;4
Pul2;Karel;Pul2_6;Bottom;66.28273333;33.23641667;12;33
Pul3;Karel;Pul3_1;Algae;66.2917;33.28331667;6;17
Pul3;Karel;Pul3_2;Bottom;66.2917;33.28331667;1;20
Pul3;Karel;Pul3_3;Algae;66.2917;33.28331667;9;20
Pul3;Karel;Pul3_4;Bottom;66.2917;33.28331667;0;18
Pul3;Karel;Pul3_5;Algae;66.2917;33.28331667;2;11
Pul3;Karel;Pul3_6;Bottom;66.2917;33.28331667;2;25
Son1;Karel;Son1_1;Algae;66.17808333;34.20533333;6;17
Son1;Karel;Son1_2;Bottom;66.17808333;34.20533333;6;69
Son1;Karel;Son1_3;Algae;66.17808333;34.20533333;1;22
Son1;Karel;Son1_4;Bottom;66.17808333;34.20533333;3;121
Son1;Karel;Son1_5;Algae;66.17808333;34.20533333;6;10
Son1;Karel;Son1_6;Bottom;66.17808333;34.20533333;6;28
Son2;Karel;Son2_1;Algae;66.18196667;34.21001667;25;32
Son2;Karel;Son2_2;Bottom;66.18196667;34.21001667;91;151
Son2;Karel;Son2_3;Algae;66.18196667;34.21001667;7;19
Son2;Karel;Son2_4;Bottom;66.18196667;34.21001667;30;68
Son2;Karel;Son2_5;Algae;66.18196667;34.21001667;15;43
Son2;Karel;Son2_6;Bottom;66.18196667;34.21001667;35;217
Son3;Karel;Son3_1;Algae;66.15833333;34.2344;0;17
Son3;Karel;Son3_2;Bottom;66.15833333;34.2344;0;27
Son3;Karel;Son3_3;Algae;66.15833333;34.2344;3;11
Son3;Karel;Son3_4;Bottom;66.15833333;34.2344;3;28
Son3;Karel;Son3_5;Algae;66.15833333;34.2344;4;22
Son3;Karel;Son3_6;Bottom;66.15833333;34.2344;1;24
Son4;Karel;Son4_1;Algae;66.1588;34.23586667;0;17
Son4;Karel;Son4_2;Bottom;66.1588;34.23586667;6;58
Son4;Karel;Son4_3;Algae;66.1588;34.23586667;8;25
Son4;Karel;Son4_4;Bottom;66.1588;34.23586667;2;65
Son4;Karel;Son4_5;Algae;66.1588;34.23586667;3;22
Son4;Karel;Son4_6;Bottom;66.1588;34.23586667;1;56
Kuzok1;Karel;Kuzok1_1;Algae;66.47748333;33.53796667;13;44
Kuzok1;Karel;Kuzok1_2;Bottom;66.47748333;33.53796667;19;71
Kuzok1;Karel;Kuzok1_3;Algae;66.47748333;33.53796667;9;38
Kuzok1;Karel;Kuzok1_4;Bottom;66.47748333;33.53796667;13;63
Kuzok1;Karel;Kuzok1_5;Algae;66.47748333;33.53796667;17;35
Kuzok1;Karel;Kuzok1_6;Bottom;66.47748333;33.53796667;31;65
Kuzok2;Karel;Kuzok2_1;Algae;66.4729;33.53228333;2;31
Kuzok2;Karel;Kuzok2_2;Bottom;66.4729;33.53228333;1;49
Kuzok2;Karel;Kuzok2_3;Algae;66.4729;33.53228333;12;56
Kuzok2;Karel;Kuzok2_4;Bottom;66.4729;33.53228333;3;66
Kuzok2;Karel;Kuzok2_5;Algae;66.4729;33.53228333;16;10
Kuzok2;Karel;Kuzok2_6;Bottom;66.4729;33.53228333;1;37
chupa_fg;Karel;NA;NA;66.268194;33.067037;30;51
kanal;Kand;NA;NA;67.15688;32.37088;39;7
oenij;Karel;NA;NA;67.09485;32.34515;30;10
padan;Kand;NA;NA;66.701026;34.238944;0;31
porya;Kand;NA;NA;66.756506;33.781242;4;38
salnij;Karel;NA;NA;67.12602;32.36038;32;7
umba_06;Kand;NA;NA;66.664503;34.298491;0;29
umba_bridge;Kand;NA;NA;66.68556;34.33583;0;20
umba_fg;Kand;NA;NA;66.671208;34.330406;48;63
umba_kamni;Kand;NA;NA;66.683231;34.333758;0;43
umba_pikut;Kand;NA;NA;66.696303;34.35227;7;23
umba_pioner;Kand;NA;NA;66.655254;34.33972;0;40
umba_sovhoz;Kand;NA;NA;66.677388;34.372514;1;37
