"ID","Species","Date","Region","Name","N_eggs","W_test","Value","Type"
"4709_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",6,"A_90",90,"Angle"
"4710_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",3,"A_90",90,"Angle"
"4713_2021","Гага обыкновенная",2021-06-21,"Северный архипелаг","Ломнишный Малый",6,"A_90",90,"Angle"
"4721_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",3,"A_90",90,"Angle"
"4723_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"A_90",90,"Angle"
"4734_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"A_15",15,"Angle"
"4739_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",2,"A_30",30,"Angle"
"4742_2021","Гага обыкновенная",2021-06-22,"Северный архипелаг","Анисимов",5,"A_90",90,"Angle"
"4744_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Круглый",3,"A_30",30,"Angle"
"4745_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Круглый",4,"A_90",90,"Angle"
"4746_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Круглый",4,"A_90",90,"Angle"
"4747_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Круглый",3,"A_15",15,"Angle"
"4752_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",5,"A_90",90,"Angle"
"4753_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",3,"A_15",15,"Angle"
"4755_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",4,"A_60",60,"Angle"
"4756_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",4,"A_15",15,"Angle"
"4757_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",5,"A_60",60,"Angle"
"4758_2021","Гага обыкновенная",2021-06-23,"Северный архипелаг","Гульмаха Большая",4,"A_0",0,"Angle"
"4767_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",6,"A_90",90,"Angle"
"4768_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",6,"A_45",45,"Angle"
"4769_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",5,"A_90",90,"Angle"
"4770_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",5,"A_90",90,"Angle"
"4771_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",2,"A_0",0,"Angle"
"4772_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",5,"A_90",90,"Angle"
"4773_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"A_75",75,"Angle"
"4774_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"A_15",15,"Angle"
"4778_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",5,"A_90",90,"Angle"
"4779_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",6,"A_3",3,"Angle"
"4781_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",3,"A_45",45,"Angle"
"4783_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"A_90",90,"Angle"
"4785_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",4,"A_30",30,"Angle"
"4786_2021","Гага обыкновенная",2021-06-24,"Северный архипелаг","Горелый",2,"A_90",90,"Angle"
"4792_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_90",90,"Angle"
"4802_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_90",90,"Angle"
"4808_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_90",90,"Angle"
"4810_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"A_0",0,"Angle"
"4814_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_90",90,"Angle"
"4817_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_60",60,"Angle"
"4824_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",3,"A_30",30,"Angle"
"4825_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Южная",4,"A_0",0,"Angle"
"4835_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Смородинная",2,"A_90",90,"Angle"
"4840_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Северная",4,"A_90",90,"Angle"
"4846_2021","Гага обыкновенная",2021-06-25,"Кибринский архипелаг","Кибринская Восточная",5,"A_60",60,"Angle"
"4857_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",4,"A_0",0,"Angle"
"4860_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",6,"A_10",10,"Angle"
"4861_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",5,"A_25",25,"Angle"
"4863_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",2,"A_90",90,"Angle"
"4865_2021","Гага обыкновенная",2021-06-12,"Северный архипелаг","Поперечная Луда Вторая",6,"A_0",0,"Angle"
"4873_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",2,"A_30",30,"Angle"
"4878_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",5,"A_90",90,"Angle"
"4887_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"A_90",90,"Angle"
"4888_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",5,"A_90",90,"Angle"
"4889_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",5,"A_45",45,"Angle"
"4890_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"A_30",30,"Angle"
"4894_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"A_20",20,"Angle"
"4895_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"A_90",90,"Angle"
"4896_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"A_90",90,"Angle"
"4897_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",3,"A_0",0,"Angle"
"4898_2021","Гага обыкновенная",2021-06-16,"Северный архипелаг","Гульмаха Малая",4,"A_45",45,"Angle"
"4910_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",9,"A_90",90,"Angle"
"4911_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",7,"A_90",90,"Angle"
"4916_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",4,"A_15",15,"Angle"
"4917_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",4,"A_30",30,"Angle"
"4919_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"A_45",45,"Angle"
"4921_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",3,"A_30",30,"Angle"
"4922_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",4,"A_15",15,"Angle"
"4924_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"A_90",90,"Angle"
"4925_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"A_60",60,"Angle"
"4926_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",7,"A_90",90,"Angle"
"4927_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Наволочная",5,"A_0",0,"Angle"
"4930_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",3,"A_15",15,"Angle"
"4932_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",2,"A_90",90,"Angle"
"4942_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"A_90",90,"Angle"
"4953_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Крошка",4,"A_90",90,"Angle"
"4956_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Добрушка",3,"A_90",90,"Angle"
"4957_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_0",0,"Angle"
"4959_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_45",45,"Angle"
"4961_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",6,"A_45",45,"Angle"
"4962_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",2,"A_30",30,"Angle"
"4963_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_90",90,"Angle"
"4969_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_15",15,"Angle"
"4970_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",5,"A_90",90,"Angle"
"4974_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_90",90,"Angle"
"4975_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_0",0,"Angle"
"4976_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_0",0,"Angle"
"4978_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",2,"A_0",0,"Angle"
"4980_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_30",30,"Angle"
"4981_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",4,"A_45",45,"Angle"
"4982_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Головинка",3,"A_15",15,"Angle"
"4983_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_0",0,"Angle"
"4984_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",5,"A_90",90,"Angle"
"4985_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",5,"A_90",90,"Angle"
"4988_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"A_90",90,"Angle"
"4990_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",4,"A_90",90,"Angle"
"4992_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_60",60,"Angle"
"4994_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Грязнуха",3,"A_90",90,"Angle"
"4998_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_90",90,"Angle"
"5000_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_45",45,"Angle"
"5002_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",7,"A_60",60,"Angle"
"5004_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_15",15,"Angle"
"5005_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",6,"A_15",15,"Angle"
"5008_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_90",90,"Angle"
"5009_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_45",45,"Angle"
"5013_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_0",0,"Angle"
"5014_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",9,"A_90",90,"Angle"
"5016_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_15",15,"Angle"
"5018_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_75",75,"Angle"
"5021_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",3,"A_45",45,"Angle"
"5022_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_90",90,"Angle"
"5024_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_0",0,"Angle"
"5025_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",3,"A_30",30,"Angle"
"5027_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",8,"A_90",90,"Angle"
"5028_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_15",15,"Angle"
"5032_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_90",90,"Angle"
"5034_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",4,"A_45",45,"Angle"
"5036_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_45",45,"Angle"
"5038_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Восточная",5,"A_90",90,"Angle"
"5048_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Малая",4,"A_90",90,"Angle"
"5052_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Малая",4,"A_15",15,"Angle"
"5053_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_30",30,"Angle"
"5054_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_75",75,"Angle"
"5055_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_60",60,"Angle"
"5062_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_0",0,"Angle"
"5063_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_0",0,"Angle"
"5066_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5072_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_90",90,"Angle"
"5073_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5082_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5083_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_45",45,"Angle"
"5090_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_90",90,"Angle"
"5091_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_90",90,"Angle"
"5096_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_45",45,"Angle"
"5098_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_90",90,"Angle"
"5102_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5103_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5107_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",6,"A_90",90,"Angle"
"5109_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",4,"A_90",90,"Angle"
"5111_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",5,"A_90",90,"Angle"
"5112_2021","Гага обыкновенная",2021-06-19,"Северный архипелаг","Сеннуха Большая",3,"A_45",45,"Angle"
"4400_2021","Гага обыкновенная",2021-06-13,"Северный архипелаг","Начальная",6,"A_90",90,"Angle"
"4402_2021","Гага обыкновенная",2021-06-13,"Северный архипелаг","Начальная",4,"A_90",90,"Angle"
"4403_2021","Гага обыкновенная",2021-06-13,"Северный архипелаг","Начальная",3,"A_90",90,"Angle"
"4404_2021","Гага обыкновенная",2021-06-13,"Северный архипелаг","Начальная",6,"A_90",90,"Angle"
"4409_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_90",90,"Angle"
"4423_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"A_90",90,"Angle"
"4431_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_0",0,"Angle"
"4442_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_30",30,"Angle"
"4443_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_15",15,"Angle"
"4446_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_90",90,"Angle"
"4447_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_0",0,"Angle"
"4448_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_0",0,"Angle"
"4449_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_30",30,"Angle"
"4450_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"A_90",90,"Angle"
"4453_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",6,"A_45",45,"Angle"
"4454_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_75",75,"Angle"
"4457_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_75",75,"Angle"
"4459_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_0",0,"Angle"
"4463_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_90",90,"Angle"
"4466_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_90",90,"Angle"
"4467_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_90",90,"Angle"
"4471_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_90",90,"Angle"
"4473_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_90",90,"Angle"
"4477_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_60",60,"Angle"
"4482_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",4,"A_30",30,"Angle"
"4493_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_60",60,"Angle"
"4496_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_45",45,"Angle"
"4498_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",3,"A_60",60,"Angle"
"4502_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая Княжегубская",5,"A_60",60,"Angle"
"4525_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_15",15,"Angle"
"4533_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"A_90",90,"Angle"
"4534_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_45",45,"Angle"
"4535_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_0",0,"Angle"
"4536_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_90",90,"Angle"
"4539_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_60",60,"Angle"
"4540_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_45",45,"Angle"
"4541_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"A_90",90,"Angle"
"4542_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"A_90",90,"Angle"
"4543_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",8,"A_60",60,"Angle"
"4544_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_45",45,"Angle"
"4548_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_80",80,"Angle"
"4553_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_45",45,"Angle"
"4555_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_90",90,"Angle"
"4557_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",6,"A_30",30,"Angle"
"4558_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_15",15,"Angle"
"4560_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_90",90,"Angle"
"4561_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"A_60",60,"Angle"
"4562_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_15",15,"Angle"
"4564_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",4,"A_15",15,"Angle"
"4569_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"A_75",75,"Angle"
"4570_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",3,"A_60",60,"Angle"
"4571_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_90",90,"Angle"
"4572_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_60",60,"Angle"
"4573_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_60",60,"Angle"
"4574_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_60",60,"Angle"
"4581_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_60",60,"Angle"
"4584_2021","Гага обыкновенная",2021-06-17,"Северный архипелаг","Седловатая",5,"A_0",0,"Angle"
"4595_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_15",15,"Angle"
"4596_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_0",0,"Angle"
"4597_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4603_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_0",0,"Angle"
"4604_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_90",90,"Angle"
"4611_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_60",60,"Angle"
"4613_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4614_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_90",90,"Angle"
"4618_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4619_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_60",60,"Angle"
"4622_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4626_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_0",0,"Angle"
"4627_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"A_90",90,"Angle"
"4628_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_45",45,"Angle"
"4630_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_90",90,"Angle"
"4631_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4632_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",8,"A_0",0,"Angle"
"4637_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"A_45",45,"Angle"
"4638_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_90",90,"Angle"
"4639_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4640_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",10,"A_60",60,"Angle"
"4645_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_60",60,"Angle"
"4650_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4653_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4654_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_15",15,"Angle"
"4655_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_90",90,"Angle"
"4660_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_0",0,"Angle"
"4665_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_90",90,"Angle"
"4666_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_45",45,"Angle"
"4667_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4669_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",9,"A_80",80,"Angle"
"4670_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"A_90",90,"Angle"
"4671_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4672_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4673_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_90",90,"Angle"
"4674_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_45",45,"Angle"
"4675_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",7,"A_40",40,"Angle"
"4678_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_45",45,"Angle"
"4679_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",3,"A_0",0,"Angle"
"4681_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_60",60,"Angle"
"4682_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_90",90,"Angle"
"4683_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"A_0",0,"Angle"
"4684_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_0",0,"Angle"
"4686_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_0",0,"Angle"
"4687_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",6,"A_15",15,"Angle"
"4688_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_15",15,"Angle"
"4689_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_90",90,"Angle"
"4690_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",4,"A_90",90,"Angle"
"4691_2021","Гага обыкновенная",2021-06-18,"Северный архипелаг","Ирвасиха",5,"A_80",80,"Angle"
